dt_ymd,city_id,order_cnt_sum,order_infos_cnt_sum
20171004,5105,8,8
20171020,3307,9,9
20171107,3205,129,129
20171111,3702,9,9
20171123,1407,21,21
20171130,5203,1,1
20171209,4304,1,1
20171217,5101,12685,12843
20171218,2102,386,411
20180103,4403,2404,2478
20180112,2201,85,85
20180120,1302,8,8
20180121,420607,93,123
20180123,4601,95,95
20180127,3205,441,503
20180129,4415,75,75
20180131,3702,84,84
20180201,3506,72,73
20180219,4417,9,9
20180304,3302,67,69
20180309,4419,131,145
20180311,3706,15,15
20180319,4306,509,520
20180401,3708,102,102
20180402,4101,551,591
20180406,4401,2000,2078
20180410,3202,250,261
20180412,4412,75,75
20180413,6501,73,91
20180414,3502,560,560
20180417,5105,4,4
20180428,4113,441,444
20180502,4414,287,287
20180505,2201,172,174
20180507,3411,1,1
20180507,5107,18,18
20180512,4301,127,145
20180513,1302,893,897
20180514,420607,241,245
20180516,4601,633,633
20180518,4115,233,233
20180520,3402,276,323
20180524,3702,121,127
20180527,3609,130,130
20180530,3713,368,375
20180602,4303,1,1
20180603,1304,436,436
20180605,4210,161,179
20180608,4117,171,171
20180611,2101,357,357
20180614,3704,46,46
20180617,3611,376,377
20180620,3715,120,120
20180621,4108,50,51
20180622,4501,2418,2472
20180625,4408,337,337
20180625,6104,355,355
20180701,2103,302,302
20180704,3706,69,75
20180708,2310,227,227
20180710,3717,652,655
20180711,4110,480,489
20180712,4503,454,460
20180713,1504,887,887
20180720,3604,84,84
20180720,4452,981,984
20180721,2301,245,246
20140504,1101,5,5
20140801,5101,3,3
20141013,1101,46,46
20150217,3101,101,101
20150327,3301,141,142
20150330,5101,132,134
20150426,1101,2825,2878
20150613,3205,44,46
20150723,5101,926,986
20150819,1101,15204,17491
20150826,3201,671,760
20150929,1301,5,5
20151016,5001,1152,1213
20151119,3101,5682,6151
20151122,3205,580,668
20151229,3301,1044,1239
20160103,3202,15,15
20160107,3502,10,10
20160205,4301,27,27
20160206,1302,1,1
20160217,3702,8,8
20160304,2101,92,102
20160311,4201,193,227
20160315,4501,36,36
20160324,4419,29,35
20160414,2301,85,91
20160421,4401,365,373
20160429,5001,779,820
20160511,4403,606,702
20160520,2201,258,290
20160601,6101,183,200
20160704,4201,123,126
20160708,4501,87,87
20160712,3302,15,15
20160717,4419,16,20
20160807,2301,81,84
20160810,4101,23,23
20160814,4401,224,232
20160821,6501,57,62
20160822,3502,13,13
20160904,4403,707,817
20160913,2201,165,176
20160920,4301,44,54
20160928,3205,78,85
20161005,3202,12,12
20161008,6501,15,15
20161009,3502,28,30
20161020,4403,1137,1359
20161107,4301,73,74
20161108,1302,2,2
20161110,6101,147,175
20161119,3702,9,9
20161206,2101,84,84
20161213,4201,187,205
20161217,4501,144,146
20161221,3302,15,15
20161226,4419,17,20
20170127,4301,3,3
20170130,6101,11,11
20170226,2101,62,62
20170418,3202,12,12
20170501,1301,9,9
20170512,3701,407,453
20170523,6101,132,132
20170602,3703,1,1
20170619,2101,124,124
20170626,4201,282,286
20170729,2301,176,176
20170826,4403,2333,2564
20170901,3401,63,63
20170905,3701,424,431
20170916,6101,266,282
20171010,1301,60,60
20171021,3701,389,391
20171029,4301,54,54
20171111,3703,9,9
20171128,2101,136,136
20180103,4404,5,5
20180104,3101,23265,24088
20180108,3401,181,181
20180111,3505,6,6
20180119,4105,71,71
20180127,3206,8,8
20180129,4416,53,53
20180130,3310,32,32
20180131,3703,10,10
20180201,5203,34,34
20180207,1201,1566,1703
20180214,3301,1558,2024
20180218,3601,2,2
20180219,4418,3,3
20180304,3303,191,191
20180307,3210,53,53
20180308,4451,218,218
20180309,4420,23,23
20180309,6540,88,91
20180313,1101,42654,43991
20180317,1401,306,306
20180319,4307,242,243
20180320,3201,853,923
20180324,3501,292,301
20180401,3709,20,20
20180410,3203,20,20
20180412,4413,354,359
20180414,3503,410,430
20180423,1301,308,316
20180428,4114,145,145
20180430,3401,337,340
20180502,4415,204,204
20180504,3505,216,216
20180504,5201,419,419
20180505,2202,105,105
20180507,3412,136,136
20180512,4302,42,42
20180515,4209,90,113
20180516,4602,2,2
20180518,4116,331,331
20180519,4509,5,5
20180520,3403,2,2
20180523,3310,204,210
20180524,3703,441,454
20180527,5306,2,2
20180530,3714,239,239
20180531,4107,214,220
20180602,4304,864,890
20180603,1305,255,255
20180603,522401,20,20
20180605,4211,85,85
20180607,3301,5296,5637
20180610,3405,107,111
20180610,5101,9185,9437
20180611,2102,678,690
20180614,3705,34,34
20180620,3716,51,51
20180621,4109,2,2
20180622,4502,451,451
20180625,4409,504,513
20180625,6105,70,70
20180626,1410,134,134
20180630,4451,1000,1000
20180704,3707,515,516
20180706,1101,78040,82221
20180712,4504,18,18
20180713,1505,45,45
20180713,3201,1093,1178
20180713,522601,7,7
20180717,3501,403,463
20180720,4453,330,330
20180720,5301,513,526
20180721,2302,214,216
20141016,4401,1,1
20141106,4403,4,4
20150126,4403,32,32
20150429,4401,131,131
20150519,4403,488,594
20150818,4101,4,4
20150928,4301,28,28
20151028,4403,2306,2560
20151107,3701,49,49
20151118,6101,157,190
20151202,1201,425,613
20151229,3302,10,10
20160116,1301,36,38
20160127,3701,42,47
20160222,1201,356,486
20160303,5101,1609,1739
20160304,2102,10,10
20160406,3201,928,1059
20160509,1301,18,22
20160512,3101,4811,5077
20160615,1201,276,380
20160622,3301,1634,1836
20160721,1101,23500,25453
20160725,1401,40,40
20160802,5001,599,620
20160806,5301,2,2
20160831,1301,27,31
20160905,3101,7572,7745
20161018,1301,26,30
20161021,3101,7117,7380
20161029,3701,236,240
20161119,3703,2,2
20161124,1201,719,875
20161205,5101,2757,2870
20161206,2102,33,33
20161230,1101,44800,47681
20170115,3205,33,35
20170225,5101,2822,3047
20170226,2102,42,51
20170328,3201,615,669
20170331,5001,827,841
20170401,6501,65,68
20170402,3502,27,27
20170501,1302,1,1
20170508,3205,41,48
20170512,3702,20,20
20170610,4501,382,391
20170618,5101,4334,4668
20170619,2102,137,152
20170724,5001,1122,1140
20170728,5301,28,28
20170814,3307,2,2
20170827,3101,11285,12105
20170830,3205,35,36
20170905,3702,14,14
20170917,1407,2,2
20170924,5203,2,2
20171002,2201,55,55
20171010,1302,6,6
20171017,3205,35,37
20171021,3702,18,18
20171127,5101,12271,12406
20171128,2102,312,325
20180103,6101,399,411
20180108,3402,43,43
20180111,3506,10,10
20180129,4417,18,18
20180204,5111,117,117
20180206,4201,699,718
20180214,3302,26,29
20180219,4419,1,1
20180304,3304,27,27
20180307,3211,78,78
20180308,3604,66,66
20180308,4452,263,263
20180309,2301,166,169
20180311,3708,1,1
20180312,4101,384,433
20180316,4401,3089,3309
20180320,3202,36,39
20180322,4412,34,34
20180323,6501,59,65
20180324,3502,393,393
20180327,5105,2,2
20180402,4103,626,651
20180406,4403,2005,2059
20180410,3204,449,463
20180412,4414,654,654
20180415,2201,151,153
20180422,4301,288,288
20180423,1302,741,741
20180424,420607,389,397
20180426,4601,628,628
20180428,4115,164,164
20180430,3402,256,280
20180502,4416,530,530
20180504,3506,356,356
20180513,1304,682,804
20180515,4210,182,189
20180518,4117,91,91
20180521,2101,263,263
20180524,3704,11,11
20180527,3611,277,278
20180530,3715,64,64
20180531,4108,30,30
20180602,4305,299,299
20180603,1306,360,392
20180606,6301,88,88
20180607,3302,237,246
20180611,2103,173,173
20180614,3706,67,68
20180620,3717,469,472
20180621,4110,331,334
20180622,4503,399,411
20180623,1504,779,779
20180630,3604,54,56
20180630,4452,1185,1210
20180701,2105,8,8
20180704,3708,608,612
20180705,4101,1072,1127
20180708,2312,117,117
20180709,4401,3198,3362
20180712,4505,85,85
20180712,6201,251,251
20180713,3202,584,600
20180715,4412,155,155
20180715,6108,136,136
20180716,6501,252,255
20180717,3502,616,616
20140414,1101,3,3
20140708,3301,2,2
20140711,5101,2,2
20140807,1101,33,33
20140920,3101,8,8
20141107,3101,16,16
20141217,3301,19,19
20141220,5101,13,13
20150127,3101,95,95
20150523,3205,25,25
20150729,1101,7035,7463
20150802,4401,383,397
20150916,3205,288,297
20150920,3702,53,53
20151029,3101,7428,8026
20151107,3702,44,44
20151201,4201,443,533
20151205,4501,10,10
20151214,4419,22,22
20160108,2201,94,114
20160115,4301,61,65
20160116,1302,10,10
20160127,3702,19,19
20160214,2101,202,206
20160221,4201,124,165
20160225,4501,27,27
20160324,2301,83,83
20160331,4401,332,353
20160406,3202,25,29
20160409,6501,34,34
20160421,4403,828,1006
20160430,2201,107,129
20160508,4301,70,75
20160511,6101,88,91
20160607,2101,75,75
20160614,4201,155,184
20160618,4501,50,50
20160622,3302,4,4
20160627,4419,18,19
20160717,2301,83,89
20160720,4101,25,25
20160724,4401,262,268
20160731,6501,50,54
20160814,4403,631,738
20160823,2201,145,162
20160830,4301,47,51
20160831,1302,1,1
20160904,6101,80,80
20161017,4301,45,45
20161018,1302,8,8
20161020,6101,139,143
20161029,3702,11,11
20161116,2101,78,79
20161123,4201,271,303
20161127,4501,91,92
20161226,2301,171,182
20170202,3301,254,277
20170301,1101,29426,30633
20170305,1401,155,158
20170328,3202,17,17
20170411,1301,19,19
20170422,3701,201,204
20170529,2101,91,91
20170701,3201,836,858
20170804,1301,19,19
20170811,3401,34,34
20170815,3701,356,357
20170826,6101,191,216
20170905,3703,7,7
20170910,1201,1031,1295
20170929,4201,1223,1241
20171009,4105,5,5
20171021,3703,1,1
20171104,3301,3614,3890
20171203,1101,48157,50862
20171207,1401,297,300
20171210,3201,737,761
20171214,3501,119,119
20180103,4406,38,38
20180104,1407,12,12
20180111,5203,36,36
20180117,1201,1460,1587
20180124,3301,4829,5229
20180128,3601,164,164
20180129,4418,29,29
20180214,3303,240,262
20180218,4451,63,63
20180219,4420,12,12
20180219,6540,135,138
20180223,1101,22840,24086
20180227,1401,232,232
20180304,5001,696,705
20180307,3212,106,107
20180308,4453,16,16
20180308,5301,861,864
20180311,3709,1,1
20180322,4413,251,255
20180324,3503,310,334
20180406,4404,12,12
20180407,3101,11907,12368
20180410,3205,575,593
20180412,4415,205,205
20180414,3505,130,130
20180414,5201,399,402
20180417,3412,44,44
20180425,4209,27,33
20180428,4116,231,231
20180502,4417,338,338
20180504,5203,71,71
20180512,4304,708,743
20180513,1305,307,307
20180513,522401,13,13
20180515,4211,88,88
20180517,3301,5397,5795
20180520,3405,171,171
20180520,5101,12986,14086
20180521,2102,864,911
20180530,3716,1,1
20180602,4306,418,431
20180603,1307,13,13
20180607,3303,320,331
20180614,3707,444,444
20180616,1101,52581,55740
20180623,3201,618,654
20180627,3501,389,428
20180630,4453,342,342
20180630,5301,594,603
20180701,2106,376,377
20180704,3709,146,146
20180705,4102,479,496
20180709,4402,26,26
20180711,4113,623,625
20180713,3203,378,382
20180715,4413,536,551
20180717,3503,294,303
20180720,3607,460,460
20180720,5303,174,174
20141016,4403,5,5
20150429,4403,174,187
20150603,1201,63,74
20150610,3301,386,389
20151006,1301,1,1
20151028,6101,134,150
20151112,1201,448,633
20151222,1401,27,28
20160103,3205,292,342
20160213,5101,2226,2495
20160214,2102,33,33
20160309,1101,13227,14223
20160316,3201,529,649
20160419,1301,14,14
20160422,3101,4972,5182
20160525,1201,302,357
20160606,5101,1944,2070
20160607,2102,19,23
20160709,3201,526,575
20160712,5001,910,933
20160716,5301,2,2
20160815,3101,5951,6135
20160918,1201,322,392
20160925,3301,1008,1158
20161005,3205,43,43
20161115,5101,2174,2304
20161116,2102,32,34
20161218,3201,552,604
20161221,5001,1260,1318
20161225,5301,3,3
20170202,3302,3,3
20170207,4419,13,18
20170304,4401,483,516
20170311,6501,22,25
20170312,3502,10,10
20170403,2201,63,67
20170410,4301,52,52
20170411,1302,1,1
20170418,3205,42,44
20170422,3702,6,6
20170520,4501,888,1014
20170528,5101,3763,3953
20170529,2102,92,100
20170701,3202,14,14
20170704,6501,66,71
20170705,3502,25,25
20170803,4301,56,56
20170804,1302,4,4
20170815,3702,19,19
20170902,2101,95,95
20170913,4501,605,623
20170922,4419,24,27
20171104,3302,17,17
20171109,4419,39,40
20171202,4101,114,117
20171206,4401,2443,2481
20171210,3202,21,21
20171213,6501,45,45
20171214,3502,133,133
20171228,4113,25,25
20180109,2101,137,137
20180114,5111,6,6
20180116,4201,576,584
20180124,3302,28,29
20180129,4419,99,104
20180204,5113,54,62
20180214,3304,4,4
20180217,3211,3,3
20180218,3604,18,18
20180218,4452,20,20
20180219,2301,43,43
20180222,4101,327,328
20180226,4401,1412,1553
20180304,3306,35,44
20180312,4103,733,763
20180316,4403,3386,3559
20180320,3204,402,409
20180322,4414,311,311
20180325,2201,78,78
20180402,4105,106,108
20180406,4405,408,422
20180406,6101,663,742
20180410,3206,285,285
20180412,4416,551,552
20180414,3506,345,345
20180423,1304,150,150
20180425,4210,109,109
20180428,4117,52,52
20180501,3601,664,664
20180502,4418,276,276
20180507,5111,74,74
20180509,4201,733,768
20180512,4305,129,129
20180513,1306,365,383
20180516,6301,64,64
20180517,3302,224,226
20180521,2103,135,135
20180524,3706,49,50
20180530,3717,288,289
20180531,4110,206,207
20180602,4307,475,490
20180603,1308,142,142
20180607,3304,5,5
20180610,3408,131,139
20180614,3708,498,508
20180615,4101,1488,1558
20180618,2312,75,75
20180619,4401,3051,3249
20180622,6201,300,300
20180623,3202,597,606
20180625,4412,118,118
20180625,6108,13,13
20180626,6501,180,180
20180627,3502,526,526
20180701,2107,5,5
20180704,3710,137,137
20180705,4103,854,913
20180709,4403,3581,3652
20180711,4114,461,464
20180713,3204,783,833
20180715,4414,1028,1073
20180717,3504,6,6
20180718,2201,519,523
20180720,3608,118,118
20180720,5304,97,97
20140618,3301,1,1
20140621,5101,1,1
20140717,1101,28,28
20140830,3101,3,3
20141017,3101,30,30
20141127,3301,16,16
20141130,5101,5,5
20141226,1101,318,318
20150602,4201,41,41
20150712,4401,215,215
20150802,4403,962,1038
20150826,3205,362,369
20150830,3702,1,1
20151005,4301,35,35
20151017,3702,7,7
20151104,2101,179,180
20151111,4201,508,668
20151115,4501,8,8
20151124,4419,12,13
20151214,2301,63,64
20151221,4401,662,732
20151229,5001,629,637
20160124,2101,188,196
20160131,4201,191,237
20160308,4101,23,23
20160316,3202,14,16
20160319,6501,1,1
20160331,4403,825,1015
20160410,3701,53,53
20160418,4301,27,31
20160419,1302,8,8
20160421,6101,98,106
20160517,2101,50,50
20160524,4201,187,206
20160528,4501,94,95
20160627,2301,102,102
20160630,4101,19,19
20160709,3202,20,20
20160724,4403,726,834
20160803,3701,135,139
20160814,6101,75,80
20160917,4201,131,133
20160925,3302,9,9
20161026,2101,110,111
20161218,3202,33,34
20170105,1201,956,1157
20170112,3301,2538,2967
20170211,1101,20135,22313
20170215,1401,140,145
20170321,1301,21,21
20170422,3703,1,1
20170505,3301,2553,2758
20170604,1101,27369,28722
20170608,1401,187,202
20170611,3201,534,545
20170714,1301,39,39
20170721,3401,10,10
20170725,3701,308,310
20170820,1201,730,825
20170901,5101,7000,7179
20170902,2102,214,231
20170930,1401,520,529
20171001,5203,7,7
20171007,1201,1077,1175
20171014,3301,3301,3650
20171104,3303,237,237
20171109,6540,47,47
20171113,1101,66819,68190
20171117,1401,373,376
20171120,3201,1045,1090
20171124,3501,100,100
20171212,4413,3,3
20171223,1301,61,69
20171230,3401,209,209
20180108,5101,11305,11438
20180109,2102,440,459
20180124,3303,269,275
20180127,3210,20,20
20180128,4451,120,120
20180129,4420,28,28
20180129,6540,221,237
20180214,5001,1058,1097
20180217,3212,94,94
20180218,4453,7,7
20180218,5301,78,78
20180304,3307,22,22
20180316,4404,15,15
20180317,3101,11254,11928
20180320,3205,574,602
20180322,4415,139,139
20180324,3505,18,18
20180324,5201,180,180
20180327,3412,1,1
20180401,3713,30,30
20180406,4406,177,177
20180407,1407,1,1
20180412,4417,299,299
20180414,5203,53,53
20180422,4304,922,962
20180423,1305,114,114
20180423,522401,5,5
20180425,4211,21,21
20180427,3301,5122,5476
20180430,3405,12,12
20180430,5101,8069,8250
20180502,4419,125,134
20180504,3509,1,1
20180512,4306,503,529
20180513,1307,1,1
20180517,3303,275,284
20180524,3707,371,371
20180526,1101,48166,51709
20180603,1309,146,146
20180603,320581,157,157
20180607,3305,3,3
20180607,5001,1923,1929
20180610,5105,1,1
20180611,2106,79,79
20180614,3709,141,141
20180615,4102,500,513
20180619,4402,18,18
20180621,4113,545,546
20180623,3203,271,281
20180625,4413,407,419
20180627,3503,323,340
20180630,3607,559,559
20180630,5303,210,210
20180701,2108,54,54
20180704,3711,71,71
20180705,4104,381,385
20180706,522201,1,1
20180709,4404,38,45
20180711,4115,390,395
20180713,3205,660,697
20180715,4415,703,704
20180717,3505,427,429
20180717,5201,630,631
20180718,2202,674,674
20180720,3609,291,291
20180721,2306,123,123
20141229,4401,22,22
20150201,5101,33,33
20150410,3101,329,332
20150513,1201,26,26
20150520,3301,934,954
20150803,3101,2382,2565
20150906,1201,310,376
20150913,3301,1384,1493
20151022,1201,612,835
20151103,5101,2647,2788
20151104,2102,11,11
20151206,3201,503,627
20160123,5101,3159,3375
20160124,2102,9,9
20160219,1101,12122,12992
20160226,3201,469,527
20160329,1301,8,8
20160406,3205,97,122
20160410,3702,4,4
20160516,5101,1667,1818
20160517,2102,24,26
20160619,3201,629,716
20160622,5001,745,767
20160626,5301,4,4
20160725,3101,6988,7361
20160803,3702,11,11
20160828,1201,308,362
20160901,4501,98,107
20160909,5101,3072,3414
20160910,4419,45,57
20161025,5101,2101,2219
20161026,2102,27,27
20161128,3201,727,870
20161201,6501,27,27
20161202,3502,12,12
20170104,4201,275,307
20170108,4501,132,133
20170112,3302,12,12
20170117,4419,21,32
20170207,2301,113,116
20170210,4101,26,26
20170214,4401,1473,1542
20170221,6501,45,49
20170222,3502,12,12
20170304,4403,964,1109
20170313,2201,90,94
20170320,4301,53,53
20170321,1302,2,2
20170328,3205,31,32
20170430,4501,254,262
20170505,3302,12,12
20170603,4101,11,11
20170607,4401,830,851
20170611,3202,17,17
20170614,6501,48,48
20170615,3502,33,35
20170706,2201,89,91
20170713,4301,41,41
20170714,1302,1,1
20170725,3702,17,17
20170812,2101,85,85
20170823,4501,742,769
20170922,2301,300,307
20171006,4201,650,655
20171014,3302,21,21
20171019,4419,46,48
20171108,3604,3,3
20171109,2301,261,262
20171112,4101,34,34
20171116,4401,2748,2823
20171120,3202,25,25
20171123,6501,41,42
20171124,3502,43,43
20171127,5105,8,8
20171206,4403,2961,3082
20171210,3204,1,1
20171215,2201,62,62
20171222,4301,85,86
20171223,1302,9,9
20171224,420607,1,1
20171230,3402,1,1
20180103,4409,3,3
20180124,3304,18,18
20180128,3604,6,6
20180128,4452,17,17
20180129,2301,193,194
20180206,4205,24,24
20180214,3306,10,10
20180222,4103,576,598
20180226,4403,1464,1549
20180301,3401,349,349
20180305,3701,319,325
20180312,4105,77,77
20180316,4405,154,155
20180316,6101,254,257
20180320,3206,154,154
20180322,4416,270,270
20180324,3506,184,185
20180401,3714,31,31
20180402,4107,25,25
20180406,4407,8,8
20180411,3601,381,381
20180412,4418,194,195
20180417,5111,65,65
20180419,4201,675,711
20180422,4305,63,63
20180423,1306,235,270
20180426,6301,71,71
20180427,3302,273,278
20180501,4451,453,453
20180502,4420,44,44
20180502,6540,93,95
20180507,5113,262,269
20180510,1401,339,341
20180512,4307,522,541
20180513,1308,39,39
20180517,3304,8,8
20180520,3408,280,317
20180524,3708,317,319
20180525,4101,883,912
20180528,2312,7,7
20180529,4401,2812,2935
20180603,1310,423,423
20180607,3306,108,108
20180610,5106,51,51
20180614,3710,85,85
20180615,4103,1267,1352
20180619,4403,3281,3371
20180621,4114,323,324
20180623,3204,761,784
20180625,4414,659,665
20180628,2201,538,538
20180630,3608,73,73
20180630,5304,34,34
20180705,4105,184,193
20180709,4405,590,602
20180709,6101,587,671
20180711,4116,565,575
20180712,4509,149,149
20180713,3206,381,381
20180715,4416,885,886
20180717,3506,432,432
20180717,5202,3,3
20180718,2203,51,51
20180720,3610,7,7
20180720,5306,80,80
20140531,5101,4,4
20140627,1101,27,27
20140924,5101,3,3
20150512,4201,24,24
20150622,4401,196,198
20150712,4403,769,828
20150905,4201,454,502
20151014,2101,148,162
20151021,4201,625,720
20151025,4501,1,1
20151124,2301,42,43
20151206,3202,6,6
20151221,4403,1911,2168
20151230,2201,128,157
20160203,1401,53,53
20160218,4101,11,11
20160226,3202,17,17
20160320,3701,55,56
20160328,4301,19,20
20160329,1302,5,5
20160331,6101,70,79
20160410,3703,1,1
20160427,2101,59,60
20160619,3202,19,19
20160702,1301,21,26
20160713,3701,156,159
20160724,6101,58,61
20160803,3703,2,2
20160827,4201,135,143
20161002,3301,799,898
20161101,1101,31136,32606
20161105,1401,89,92
20161128,3202,18,18
20161211,1301,24,28
20161222,3701,174,175
20170121,1101,24728,26507
20170125,1401,131,135
20170202,5001,448,470
20170206,5301,1,1
20170305,3101,4835,5020
20170408,1201,587,730
20170415,3301,1817,2039
20170514,1101,44383,50483
20170518,1401,166,175
20170521,3201,675,754
20170624,1301,23,23
20170701,3205,28,29
20170725,3703,4,4
20170730,1201,495,570
20170808,3301,3155,3403
20170811,5101,5905,6039
20170812,2102,181,190
20170907,1101,56525,59063
20170914,3201,842,875
20170918,3501,43,43
20170921,5301,72,72
20171014,3303,120,121
20171019,6540,31,31
20171023,1101,29863,30436
20171027,1401,295,295
20171030,3201,956,984
20171104,5001,978,999
20171108,5301,60,60
20171207,3101,22519,23030
20171210,3205,176,176
20180124,5001,1463,1473
20180127,3212,53,53
20180128,4453,16,16
20180128,5301,337,338
20180209,4113,123,123
20180214,3307,50,51
20180226,4404,3,3
20180227,3101,13107,13389
20180301,3402,245,250
20180305,3702,87,104
20180316,4406,146,146
20180317,1407,1,1
20180322,4417,202,202
20180324,5203,48,48
20180403,4501,1565,1596
20180406,4408,111,111
20180410,3209,10,10
20180412,4419,125,129
20180422,4306,615,626
20180427,3303,391,393
20180501,3604,61,61
20180501,4452,514,527
20180502,2301,220,224
20180513,1309,256,257
20180513,320581,142,142
20180517,5001,1803,1819
20180520,5105,7,7
20180521,2106,1,1
20180524,3709,93,93
20180525,4102,211,211
20180529,4402,6,6
20180531,4113,582,584
20180602,4310,124,130
20180607,3307,17,17
20180610,3411,60,67
20180610,5107,156,156
20180611,2108,5,5
20180615,4104,363,363
20180619,4404,51,53
20180621,4115,347,349
20180623,3205,1140,1189
20180625,4415,452,452
20180627,3505,404,404
20180627,5201,736,736
20180628,2202,595,595
20180630,3609,252,252
20180701,2110,22,22
20180704,3713,599,616
20180709,4406,171,172
20180711,4117,233,233
20180713,3207,814,815
20180715,4417,565,565
20180717,3507,225,225
20180717,5203,54,54
20180720,3611,480,498
20180721,2308,117,117
20140901,3301,4,4
20141229,4403,8,8
20150108,3301,21,21
20150111,5101,35,35
20150207,1101,720,730
20150320,3101,244,246
20150430,3301,359,369
20150504,5101,264,269
20150607,3201,32,34
20150713,3101,1443,1503
20150816,1201,324,396
20150823,3301,1413,1512
20150922,1101,13027,13930
20151013,5101,2547,2678
20151109,1101,16222,17069
20151116,3201,662,871
20151219,1301,12,12
20151222,3101,5040,5494
20160105,4419,14,14
20160129,1101,17071,18458
20160202,4401,225,229
20160301,2201,71,89
20160316,3205,125,152
20160320,3702,9,9
20160426,5101,1635,1765
20160427,2102,16,16
20160529,3201,434,493
20160602,6501,14,15
20160603,3502,23,23
20160701,4301,36,40
20160702,1302,1,1
20160709,3205,55,62
20160713,3702,4,4
20160811,4501,79,85
20160819,5101,2264,2393
20160820,4419,14,17
20160910,2301,122,127
20160925,5001,584,643
20160929,5301,11,11
20161002,3302,3,3
20161007,4419,21,31
20161104,4401,535,585
20161111,6501,47,50
20161112,3502,25,25
20161203,2201,132,136
20161210,4301,38,40
20161218,3205,37,37
20161222,3702,8,8
20170117,2301,138,142
20170120,4101,61,61
20170124,4401,355,365
20170131,6501,6,6
20170214,4403,2125,2610
20170223,2201,88,91
20170304,6101,70,74
20170407,4201,206,237
20170415,3302,10,10
20170513,4101,25,25
20170517,4401,793,834
20170521,3202,24,24
20170524,6501,47,51
20170525,3502,35,35
20170607,4403,1266,1352
20170616,2201,129,136
20170623,4301,53,53
20170624,1302,2,2
20170722,2101,86,87
20170808,3302,14,14
20170906,4101,52,52
20170914,3202,19,20
20170917,6501,31,31
20170918,3502,35,35
20171018,3604,6,6
20171019,2301,585,587
20171022,4101,42,42
20171026,4401,2144,2170
20171030,3202,24,24
20171116,4403,2950,3068
20171125,2201,64,64
20171202,4105,62,62
20171206,6101,535,535
20171231,2101,121,121
20180101,3201,749,784
20180105,3501,120,121
20180116,4205,6,6
20180124,3306,25,25
20180204,1301,40,41
20180211,3401,349,349
20180215,3701,43,43
20180222,4105,97,97
20180226,4405,47,48
20180226,6101,160,163
20180304,3310,70,70
20180305,3703,10,10
20180310,1201,1057,1223
20180316,4407,26,26
20180321,3601,265,265
20180322,4418,100,103
20180327,5111,72,77
20180329,4201,628,651
20180406,4409,291,291
20180410,3210,152,152
20180411,4451,326,326
20180412,4420,44,44
20180412,6540,126,129
20180417,5113,438,442
20180420,1401,376,377
20180422,4307,454,464
20180427,3304,9,9
20180430,3408,17,17
20180501,4453,112,112
20180501,5301,377,397
20180509,4205,200,221
20180513,1310,655,655
20180517,3306,103,103
20180520,5106,12,12
20180524,3710,66,66
20180525,4103,941,1016
20180529,4403,3412,3495
20180531,4114,271,271
20180602,4311,49,49
20180604,3401,361,362
20180607,3308,30,30
20180608,3701,434,436
20180610,3412,251,251
20180615,4105,218,224
20180619,4405,582,589
20180619,6101,903,947
20180621,4116,382,392
20180622,4509,86,86
20180623,3206,328,328
20180625,4416,723,723
20180627,3506,395,395
20180630,5306,48,48
20180701,2111,14,14
20180703,1201,1352,1481
20180704,3714,564,579
20180705,4107,379,392
20180707,1501,318,318
20180709,4407,308,308
20180709,6103,211,211
20180710,3301,5332,5822
20180710,522701,12,12
20180713,3208,445,445
20180714,3601,664,664
20180715,4418,1025,1025
20180717,3508,30,30
20180718,2205,80,80
20150422,4201,4,4
20150622,4403,454,490
20150815,4201,434,466
20150921,4101,56,56
20150925,4401,2430,2528
20151108,4101,23,23
20151116,3202,4,4
20151210,3701,29,29
20151218,4301,54,54
20151219,1302,2,2
20151221,6101,111,118
20160113,1401,56,57
20160128,4101,28,29
20160320,3703,1,1
20160403,3301,900,1086
20160502,1101,14696,15668
20160506,1401,53,57
20160529,3202,12,12
20160612,1301,26,28
20160623,3701,128,128
20160713,3703,4,4
20160902,3201,748,849
20161011,1101,23580,24332
20161015,1401,85,85
20161121,1301,43,45
20170109,3201,641,687
20170112,5001,1074,1145
20170116,5301,9,9
20170215,3101,6856,7021
20170318,1201,468,589
20170325,3301,1703,1939
20170424,1101,39246,40920
20170428,1401,213,213
20170505,5001,1205,1231
20170509,5301,10,10
20170608,3101,11857,12054
20170611,3205,27,28
20170705,5203,6,6
20170718,3301,3103,3426
20170721,5101,6957,7184
20170722,2102,164,167
20170808,3303,7,7
20170817,1101,48016,49297
20170824,3201,1017,1032
20170828,3501,155,155
20170831,5301,64,64
20170901,5105,7,7
20170927,1301,56,57
20170930,3101,26949,27665
20171014,5001,1142,1158
20171018,5301,64,64
20171104,3307,34,34
20171117,3101,28435,29518
20171120,3205,82,82
20171207,1407,11,11
20171214,5203,22,22
20171222,4304,47,47
20171227,3301,4365,4620
20171230,5101,9644,9833
20171231,2102,778,836
20180101,3202,13,13
20180104,6501,78,82
20180105,3502,212,212
20180108,5105,1,1
20180119,4113,49,49
20180124,3307,68,70
20180203,4301,106,106
20180204,1302,6,6
20180205,420607,141,150
20180207,4601,150,150
20180211,3402,219,220
20180215,3702,8,8
20180226,4406,78,78
20180227,1407,1,1
20180302,2101,139,139
20180313,4501,1200,1230
20180316,4408,81,81
20180322,4419,103,105
