dt_ymd,city_id,order_cnt_sum,order_infos_cnt_sum
20180627,1410,155,155
20180630,3210,233,261
20180702,2104,4,4
20180705,3707,563,564
20180707,1101,53259,57878
20180710,532901,45,45
20180713,4504,25,25
20180714,1505,44,44
20180714,3201,645,686
20180714,522601,17,17
20180718,3501,365,420
20180720,3212,566,568
20180721,4453,316,316
20180721,5301,539,555
20180722,2302,213,215
20140920,4403,2,2
20141017,4401,5,5
20150127,4403,50,50
20150701,3301,589,606
20150819,4101,5,5
20150929,4301,19,19
20151029,4403,2176,2449
20151108,3701,36,36
20151119,6101,147,178
20151203,1201,449,699
20151210,3301,2054,2469
20160117,1301,21,21
20160120,3101,4056,4339
20160128,3701,35,36
20160223,1201,268,357
20160304,5101,1772,1938
20160305,2102,18,18
20160407,3201,583,674
20160410,5001,614,646
20160513,3101,5552,5831
20160616,1201,317,417
20160623,3301,1653,1871
20160722,1101,27089,29442
20160726,1401,65,67
20160803,5001,643,664
20160807,5301,5,5
20160906,3101,6832,7025
20161019,1301,19,21
20161022,3101,4595,4797
20161125,1201,803,1065
20161206,5101,2661,2759
20161207,2102,50,55
20161231,1101,36165,40461
20170101,2201,93,100
20170116,3205,39,41
20170120,3702,17,17
20170226,5101,2802,3042
20170227,2102,44,45
20170329,3201,682,740
20170402,6501,49,53
20170403,3502,25,25
20170501,4301,20,24
20170502,1302,2,2
20170509,3205,64,81
20170513,3702,34,34
20170611,4501,288,294
20170619,5101,4975,5121
20170620,4419,31,42
20170710,2301,201,204
20170725,5001,1123,1140
20170729,5301,13,13
20170815,3307,4,4
20170828,3101,26390,27797
20170831,3205,46,53
20170906,3702,17,17
20170918,1407,2,2
20171003,2201,64,65
20171010,4301,61,61
20171011,1302,3,3
20171018,3205,65,65
20171022,3702,17,17
20171120,4501,1001,1025
20171128,5101,12820,12965
20171129,2102,371,397
20180104,4405,3,3
20180104,6101,182,188
20180109,3402,45,45
20180110,4416,24,24
20180112,3506,19,19
20180205,5111,87,87
20180207,4201,614,632
20180305,3304,27,27
20180308,3211,103,103
20180309,3604,20,20
20180309,4452,189,189
20180312,3708,4,4
20180313,4101,405,461
20180317,4401,2298,2404
20180321,3202,18,24
20180323,4412,23,23
20180324,6501,85,92
20180325,3502,343,343
20180328,5105,6,6
20180403,4103,797,829
20180407,4403,2198,2271
20180411,3204,487,493
20180413,4414,680,680
20180416,2201,171,176
20180418,3411,7,7
20180423,4301,310,310
20180424,1302,777,778
20180425,420607,436,440
20180427,4601,710,710
20180429,4115,185,185
20180430,6401,399,446
20180501,3206,328,328
20180503,4416,802,802
20180505,3506,464,464
20180514,1304,252,253
20180516,4210,227,231
20180519,4117,125,125
20180522,2101,403,403
20180525,3704,30,30
20180528,3611,221,222
20180531,3715,54,54
20180603,4305,246,246
20180604,1306,431,465
20180607,6301,102,102
20180608,3302,266,272
20180612,2103,206,206
20180615,3706,92,95
20180619,2310,2,2
20180621,3717,518,519
20180622,4110,369,376
20180623,4503,511,515
20180624,1504,773,773
20180630,3211,272,272
20180701,3408,311,319
20180702,2105,15,15
20180705,3708,582,608
20180706,4101,1156,1212
20180709,2312,121,121
20180713,4505,114,114
20180713,6201,274,274
20180714,3202,605,619
20180716,4412,162,162
20180716,6108,110,110
20180717,6501,248,250
20180718,3502,494,494
20180720,3213,785,787
20140415,1101,3,3
20140709,3301,1,1
20140712,5101,1,1
20140808,1101,21,21
20140921,3101,8,8
20141108,3101,18,18
20141218,3301,9,9
20141221,5101,19,19
20150128,3101,136,136
20150410,4401,66,66
20150524,3205,8,8
20150803,4401,466,477
20150917,3205,287,292
20150921,3702,24,24
20151108,3702,23,23
20151202,4201,412,486
20151206,4501,4,4
20151210,3302,8,8
20151215,4419,23,23
20160109,2201,69,83
20160116,4301,31,34
20160117,1302,6,6
20160128,3702,13,13
20160215,2101,120,122
20160222,4201,225,281
20160226,4501,37,37
20160325,2301,72,74
20160407,3202,19,19
20160422,4403,1307,1580
20160501,3701,75,77
20160509,4301,37,40
20160512,6101,147,152
20160608,2101,87,87
20160615,4201,128,141
20160619,4501,83,85
20160623,3302,5,5
20160628,4419,25,25
20160718,2301,109,109
20160721,4101,25,25
20160725,4401,278,282
20160815,4403,637,749
20160824,2201,151,167
20160831,4301,45,47
20160905,6101,101,105
20160930,2101,130,130
20161010,3701,217,221
20161018,4301,56,58
20161019,1302,2,2
20161021,6101,153,170
20161117,2101,84,84
20161124,4201,228,254
20161128,4501,166,169
20161227,2301,150,168
20161230,4101,64,64
20170120,3703,3,3
20170203,3301,476,539
20170302,1101,27516,28444
20170306,1401,97,99
20170329,3202,32,33
20170412,1301,30,30
20170423,3701,234,239
20170513,3703,6,6
20170702,3201,671,691
20170805,1301,21,21
20170812,3401,40,40
20170816,3701,344,345
20170827,6101,245,433
20170906,3703,5,5
20170911,1201,936,1023
20171022,3703,6,6
20171105,3301,3154,3448
20171204,1101,65107,67606
20171208,1401,349,355
20171211,3201,1028,1076
20171215,3501,131,131
20180104,4406,54,54
20180105,1407,13,13
20180112,5203,32,32
20180118,1201,1520,1663
20180120,4304,274,274
20180125,3301,4825,5250
20180129,3601,153,153
20180210,4306,150,152
20180215,3303,76,76
20180219,4451,62,62
20180224,1101,28442,30309
20180228,1401,227,227
20180305,5001,1112,1119
20180308,3212,138,138
20180309,4453,11,11
20180309,5301,545,553
20180312,3709,1,1
20180323,4413,366,379
20180325,3503,279,299
20180407,4404,17,17
20180408,3101,18278,18876
20180411,3205,605,627
20180413,4415,248,248
20180415,3505,139,139
20180415,5201,286,288
20180418,3412,50,50
20180426,4209,30,38
20180429,4116,282,282
20180501,3207,72,72
20180503,4417,399,399
20180505,5203,75,75
20180513,4304,679,719
20180514,1305,175,175
20180514,522401,22,22
20180516,4211,92,92
20180518,3301,6423,6985
20180521,3405,49,49
20180521,5101,10391,10631
20180522,2102,695,717
20180525,3705,1,1
20180603,4306,355,359
20180604,1307,13,13
20180608,3303,390,402
20180615,3707,471,472
20180617,1101,52374,57086
20180620,532901,13,13
20180624,3201,519,535
20180628,3501,446,490
20180630,3212,776,782
20180701,5105,6,6
20180702,2106,370,374
20180705,3709,146,146
20180706,4102,508,527
20180712,4113,702,704
20180714,3203,440,444
20180716,4413,415,426
20180718,3503,349,367
20180721,3607,476,476
20180721,5303,194,194
20140830,4403,1,1
20141017,4403,5,5
20150501,3101,330,330
20150604,1201,48,62
20150611,3301,410,412
20150710,1101,5875,6331
20151007,1301,8,8
20151010,3101,4217,4469
20151029,6101,126,140
20151113,1201,592,852
20151120,3301,2788,3382
20151223,1401,48,61
20160104,3205,183,208
20160214,5101,3330,4154
20160215,2102,13,13
20160317,3201,542,643
20160320,5001,471,490
20160423,3101,4626,5042
20160501,3702,3,3
20160526,1201,299,366
20160607,5101,1874,1979
20160608,2102,24,24
20160713,5001,1008,1069
20160717,5301,2,2
20160816,3101,5573,5804
20160919,1201,314,363
20160926,3301,1405,1576
20160930,2102,42,43
20161006,3205,34,35
20161010,3702,13,13
20161116,5101,2260,2365
20161117,2102,34,35
20161219,3201,643,728
20161222,5001,1037,1072
20161226,5301,10,10
20170203,3302,6,6
20170208,4419,13,16
20170301,4101,19,19
20170305,4401,471,520
20170312,6501,24,26
20170313,3502,34,34
20170404,2201,65,68
20170411,4301,28,28
20170412,1302,2,2
20170419,3205,36,38
20170423,3702,19,19
20170510,2101,75,75
20170521,4501,354,370
20170529,5101,3393,3592
20170530,4419,28,33
20170620,2301,186,192
20170702,3202,14,14
20170705,6501,96,97
20170706,3502,19,19
20170709,5105,1,1
20170804,4301,64,64
20170805,1302,9,9
20170816,3702,8,8
20170903,2101,82,82
20170910,4201,1034,1062
20170914,4501,630,644
20170923,4419,37,38
20171030,4501,741,776
20171105,3302,11,11
20171203,4101,145,145
20171207,4401,2479,2527
20171211,3202,9,9
20171214,6501,48,49
20171215,3502,184,184
20171218,5105,5,5
20171229,4113,31,31
20180110,4418,1,1
20180115,5111,4,4
20180117,4201,695,710
20180125,3302,22,23
20180205,5113,70,80
20180210,4307,140,140
20180215,3304,1,1
20180219,3604,13,13
20180219,4452,30,30
20180223,4101,329,329
20180227,4401,1524,1693
20180305,3306,47,50
20180313,4103,689,715
20180317,4403,2553,2683
20180321,3204,386,392
20180323,4414,297,299
20180326,2201,121,121
20180403,4105,180,184
20180407,4405,285,298
20180407,6101,509,573
20180411,3206,290,290
20180413,4416,659,659
20180415,3506,391,393
20180424,1304,162,162
20180426,4210,130,130
20180429,4117,57,57
20180501,3208,11,11
20180502,3601,404,404
20180503,4418,315,317
20180508,3415,1,1
20180508,5111,81,82
20180513,4305,208,208
20180514,1306,183,198
20180517,6301,66,66
20180518,3302,248,257
20180522,2103,131,131
20180525,3706,52,55
20180531,3717,282,283
20180601,1401,702,704
20180603,4307,411,417
20180604,1308,110,110
20180608,3304,8,8
20180611,3408,129,140
20180615,3708,542,548
20180616,4101,1127,1182
20180619,2312,56,56
20180623,6201,350,350
20180624,3202,488,490
20180626,4412,130,130
20180626,6108,25,25
20180627,6501,201,202
20180628,3502,401,401
20180630,3213,645,645
20180701,5106,88,88
20180702,2107,27,27
20180705,3710,130,130
20180706,4103,1106,1188
20180712,4114,454,463
20180714,3204,750,788
20180716,4414,827,849
20180718,3504,38,38
20180719,2201,393,393
20180721,3608,138,138
20180721,5304,113,113
20140619,3301,2,2
20140622,5101,2,2
20140718,1101,36,36
20140831,3101,13,13
20141018,3101,7,7
20141128,3301,6,6
20141227,1101,207,207
20150320,4401,42,42
20150410,4403,104,112
20150603,4201,30,30
20150713,4401,251,251
20150803,4403,979,1079
20150827,3205,370,389
20151006,4301,27,27
20151018,3702,12,16
20151105,2101,149,150
20151112,4201,629,762
20151116,4501,6,6
20151120,3302,6,6
20151125,4419,27,28
20151215,2301,65,65
20151222,4401,810,905
20151230,3502,14,16
20160125,2101,164,172
20160309,4101,12,12
20160317,3202,14,17
20160411,3701,51,53
20160419,4301,18,23
20160422,6101,110,123
20160501,3703,1,1
20160518,2101,56,58
20160525,4201,153,177
20160529,4501,43,43
20160628,2301,76,76
20160725,4403,602,719
20160804,3701,148,153
20160815,6101,86,86
20160918,4201,172,179
20160926,3302,10,10
20161010,3703,1,1
20161027,2101,86,86
20161219,3202,18,18
20170106,1201,888,1082
20170113,3301,3049,3565
20170212,1101,18428,19995
20170216,1401,116,121
20170322,1301,20,20
20170423,3703,4,4
20170506,3301,1966,2159
20170510,2102,109,132
20170605,1101,40981,42012
20170609,1401,180,187
20170612,3201,751,786
20170715,1301,16,16
20170722,3401,14,14
20170726,3701,284,286
20170816,3703,1,1
20170821,1201,822,916
20170902,5101,4937,5088
20170903,2102,197,215
20171008,1201,1175,1313
20171015,3301,4157,4766
20171105,3303,195,195
20171114,1101,65617,67113
20171118,1401,381,384
20171121,3201,1011,1063
20171125,3501,117,118
20171213,4413,7,7
20171224,1301,73,78
20171231,3401,279,283
20180101,4501,1089,1119
20180109,5101,10928,11060
20180110,4419,84,84
20180120,4306,157,162
20180125,3303,302,308
20180128,3210,20,20
20180129,4451,119,119
20180215,5001,204,209
20180218,3212,110,110
20180219,4453,7,7
20180219,5301,73,73
20180305,3307,40,40
20180317,4404,27,27
20180318,3101,10979,11671
20180321,3205,671,688
20180323,4415,190,191
20180325,3505,11,11
20180325,5201,160,160
20180328,3412,2,2
20180402,3713,23,23
20180407,4406,144,144
20180408,1407,5,5
20180413,4417,299,299
20180415,5203,25,25
20180423,4304,735,761
20180424,1305,98,98
20180424,522401,9,9
20180426,4211,38,38
20180428,3301,5156,5570
20180501,3209,180,180
20180503,4419,98,103
20180513,4306,833,893
20180514,1307,1,1
20180518,3303,401,408
20180525,3707,357,357
20180527,1101,51895,54971
20180530,532901,5,5
20180601,1402,1,1
20180604,1309,167,168
20180604,320581,121,121
20180608,3305,36,36
20180608,5001,2095,2103
20180611,5105,2,2
20180612,2106,71,71
20180615,3709,153,153
20180616,4102,584,599
20180622,4113,652,653
20180624,3203,274,276
20180626,4413,379,387
20180628,3503,350,362
20180701,3411,187,187
20180701,5107,288,288
20180702,2108,57,57
20180705,3711,80,80
20180706,4104,424,426
20180710,4601,845,845
20180712,4115,448,449
20180714,3205,703,739
20180716,4415,491,491
20180718,3505,372,374
20180718,5201,697,697
20180719,2202,508,511
20180721,3609,312,312
20180722,2306,150,150
20150202,5101,42,42
20150411,3101,203,208
20150514,1201,36,36
20150521,3301,466,468
20150620,1101,4904,5271
20150804,3101,2652,2821
20150821,NULL,1,1
20150907,1201,382,439
20150914,3301,1480,1605
20151023,1201,721,937
20151030,3301,2844,3333
20151104,5101,2547,2677
20151105,2102,13,13
20151207,3201,529,648
20151210,5001,893,965
20160124,5101,2988,3220
20160125,2102,20,20
20160227,3201,344,382
20160301,3502,19,19
20160407,3205,112,137
20160411,3702,7,7
20160517,5101,1892,2093
20160518,2102,30,33
20160623,5001,840,868
20160627,5301,7,7
20160726,3101,6804,7052
20160804,3702,9,9
20160829,1201,248,280
20160902,4501,115,118
20160911,4419,18,24
20161026,5101,2194,2363
20161027,2102,28,28
20161129,3201,686,769
20161202,6501,60,62
20161203,3502,7,7
20170105,4201,297,335
20170109,4501,157,158
20170113,3302,17,21
20170118,4419,41,58
20170208,2301,104,109
20170211,4101,12,12
20170215,4401,552,577
20170222,6501,41,45
20170223,3502,16,16
20170305,4403,917,1092
20170314,2201,145,165
20170321,4301,72,72
20170329,3205,29,32
20170420,2101,61,61
20170506,3302,10,10
20170530,2301,211,212
20170604,4101,19,19
20170608,4401,943,966
20170612,3202,21,21
20170615,6501,53,55
20170616,3502,27,27
20170707,2201,117,118
20170714,4301,50,50
20170715,1302,3,4
20170726,3702,9,9
20170813,2101,72,72
20170820,4201,661,663
20170824,4501,508,526
20170923,2301,244,246
20170930,4401,2825,2876
20171007,4201,751,756
20171015,3302,17,17
20171109,3604,8,8
20171113,4101,64,66
20171117,4401,3641,3704
20171121,3202,32,32
20171124,6501,38,39
20171125,3502,46,46
20171128,5105,9,9
20171207,4403,2857,2955
20171211,3204,3,3
20171216,2201,52,56
20171223,4301,86,88
20171224,1302,5,5
20171225,420607,4,4
20171231,3402,1,1
20180110,4420,2,2
20180110,6540,185,190
20180120,4307,24,24
20180125,3304,54,54
20180129,3604,5,5
20180129,4452,40,40
20180207,4205,21,21
20180223,4103,766,806
20180227,4403,1609,1704
20180302,3401,385,386
20180306,3701,269,278
20180313,4105,77,77
20180317,4405,190,190
20180317,6101,175,177
20180321,3206,192,192
20180323,4416,316,319
20180325,3506,154,154
20180401,1201,1069,1195
20180402,3714,24,24
20180403,4107,52,52
20180407,4407,24,24
20180412,3601,319,319
20180413,4418,199,200
20180418,5111,63,63
20180423,4305,61,61
20180424,1306,162,189
20180427,6301,70,70
20180428,3302,242,247
20180501,3210,132,132
20180502,4451,330,330
20180503,4420,31,31
20180503,6540,92,94
20180508,5113,347,353
20180511,1401,474,501
20180513,4307,732,813
20180514,1308,41,41
20180518,3304,6,6
20180521,3408,108,115
20180525,3708,348,357
20180526,4101,925,949
20180529,2312,10,10
20180604,1310,445,445
20180608,3306,115,116
20180611,5106,42,42
20180615,3710,115,115
20180616,4103,1545,1645
20180622,4114,375,375
20180624,3204,774,801
20180626,4414,750,767
20180628,3504,1,1
20180629,2201,535,537
20180701,3412,351,351
20180706,4105,240,258
20180710,4602,168,168
20180712,4116,552,568
20180713,4509,140,140
20180714,3206,424,424
20180716,4416,809,809
20180718,3506,489,490
20180718,5202,2,2
20180719,2203,54,54
20180721,3610,12,12
20180721,5306,156,156
20140628,1101,8,8
20140701,4401,4,4
20140925,5101,4,4
20141210,4401,8,8
20150320,4403,78,84
20150513,4201,23,23
20150623,4401,246,246
20150713,4403,721,802
20150906,4201,457,493
20151015,2101,129,129
20151022,4201,774,882
20151026,4501,8,8
20151125,2301,50,51
20151207,3202,13,13
20151222,4403,2364,2746
20151231,2201,126,151
20160101,3301,1019,1258
20160204,1401,28,28
20160219,4101,10,10
20160227,3202,18,18
20160310,1301,16,20
20160321,3701,56,65
20160329,4301,38,41
20160411,3703,11,11
20160428,2101,52,56
20160703,1301,19,21
20160714,3701,142,143
20160725,6101,72,73
20160804,3703,3,3
20160828,4201,126,139
20161003,3301,755,824
20161102,1101,29294,30518
20161106,1401,77,78
20161129,3202,18,18
20161212,1301,23,27
20161223,3701,382,391
20170122,1101,27040,28348
20170126,1401,81,81
20170203,5001,495,524
20170207,5301,8,8
20170306,3101,8779,9013
20170409,1201,507,630
20170416,3301,1496,1622
20170420,2102,102,113
20170515,1101,41849,43364
20170519,1401,183,201
20170522,3201,856,923
20170625,1301,12,12
20170702,3205,40,44
20170726,3703,5,5
20170731,1201,567,601
20170809,3301,3315,3582
20170812,5101,4056,4197
20170813,2102,217,236
20170908,1101,66604,69096
20170915,3201,1022,1054
20170919,3501,49,49
20170922,5301,70,70
20171015,3303,95,95
20171028,1401,365,371
20171031,3201,1008,1063
20171105,5001,872,899
20171109,5301,61,61
20171208,3101,27505,28374
20171211,3205,175,175
20171215,3505,1,1
20180110,2301,257,257
20180125,5001,1644,1656
20180128,3212,77,77
20180129,4453,15,15
20180129,5301,360,360
20180215,3307,26,26
20180227,4404,9,9
20180228,3101,14820,15262
20180302,3402,287,287
20180306,3702,51,52
20180317,4406,114,114
20180318,1407,4,4
20180323,4417,246,246
20180325,5203,33,33
20180404,4501,1529,1545
20180407,4408,146,146
20180411,3209,12,12
20180413,4419,135,137
20180423,4306,432,440
20180428,3303,500,516
20180501,3211,197,205
20180502,3604,32,34
20180502,4452,531,541
20180503,2301,210,213
20180510,4401,3138,3366
20180514,1309,116,118
20180514,320581,102,102
20180518,3305,1,1
20180518,5001,2001,2036
20180521,5105,5,5
20180522,2106,2,2
20180525,3709,100,100
20180526,4102,258,264
20180601,1404,12,12
20180603,4310,152,156
20180608,3307,21,21
20180611,3411,71,76
20180611,5107,147,147
20180612,2108,16,16
20180615,3711,6,6
20180616,4104,320,320
20180620,4601,818,818
20180622,4115,365,368
20180624,3205,1135,1192
20180626,4415,420,420
20180628,3505,410,412
20180628,5201,761,761
20180629,2202,548,548
20180701,3413,23,23
20180701,5109,124,124
20180702,2110,33,33
20180705,3713,581,590
20180706,4106,1,1
20180712,4117,243,243
20180714,3207,811,813
20180716,4417,520,520
20180718,3507,225,225
20180718,5203,72,72
20180721,3611,457,472
20180722,2308,102,102
20140902,3301,3,3
20150109,3301,24,24
20150112,5101,30,30
20150208,1101,705,706
20150321,3101,174,177
20150424,1201,1,1
20150505,5101,275,279
20150530,1101,3239,3384
20150608,3201,42,55
20150714,3101,1473,1518
20150817,1201,262,342
20150824,3301,1354,1415
20150923,1101,13528,14508
20150930,3201,961,1196
20151014,5101,2418,2582
20151117,3201,862,1143
20151120,5001,1425,1560
20151223,3101,5294,5730
20160101,3302,4,6
20160106,4419,12,12
20160203,4401,244,249
20160211,3502,6,6
20160302,2201,77,90
20160310,1302,6,6
20160317,3205,119,145
20160321,3702,14,22
20160427,5101,1599,1701
20160428,2102,34,34
20160603,6501,47,52
20160604,3502,19,19
20160702,4301,44,45
20160703,1302,3,3
20160714,3702,5,5
20160801,2101,168,168
20160812,4501,96,105
20160821,4419,15,18
20160911,2301,139,155
20160926,5001,583,609
20161003,3302,10,10
20161008,4419,22,29
20161101,4101,41,41
20161105,4401,472,500
20161112,6501,40,42
20161113,3502,8,8
20161204,2201,123,130
20161211,4301,41,42
20161219,3205,40,43
20161223,3702,23,23
20170118,2301,203,210
20170121,4101,45,45
20170125,4401,314,324
20170215,4403,1000,1171
20170224,2201,118,122
20170305,6101,70,75
20170330,2101,59,61
20170408,4201,236,248
20170416,3302,7,7
20170514,4101,17,17
20170518,4401,960,1089
20170522,3202,19,19
20170525,6501,62,66
20170526,3502,44,44
20170608,4403,1358,1480
20170617,2201,102,102
20170624,4301,55,55
20170723,2101,65,65
20170730,4201,319,330
20170809,3302,7,7
20170907,4101,47,48
20170915,3202,22,22
20170918,6501,57,57
20170919,3502,30,30
20170930,4403,3769,4000
20171019,3604,8,9
20171023,4101,51,51
20171027,4401,2790,2851
20171031,3202,14,14
20171117,4403,3925,4123
20171126,2201,48,49
20171203,4105,78,78
20171207,6101,577,580
20180102,3201,963,1017
20180106,3501,138,140
20180117,4205,7,7
20180125,3306,26,26
20180205,1301,67,70
20180212,3401,251,251
20180216,3701,15,15
20180223,4105,117,117
20180227,4405,68,68
20180227,6101,129,129
20180305,3310,93,93
20180306,3703,37,37
20180311,1201,1036,1230
20180317,4407,15,15
20180322,3601,203,203
20180323,4418,102,102
20180328,5111,50,50
20180407,4409,281,281
20180411,3210,185,185
20180412,4451,323,323
20180413,4420,57,57
20180413,6540,126,130
20180418,5113,526,534
20180421,1401,320,320
20180423,4307,354,356
20180428,3304,7,7
20180501,3212,503,503
20180502,4453,91,91
20180502,5301,325,329
20180514,1310,201,201
20180518,3306,118,119
20180521,5106,23,23
20180525,3710,43,43
20180526,4103,1170,1267
20180601,3101,36267,37972
20180603,4311,39,39
20180605,3401,351,358
20180608,3308,46,46
20180609,3701,298,304
20180611,3412,235,235
20180616,4105,313,346
20180620,4602,68,68
20180622,4116,505,516
20180623,4509,91,91
20180624,3206,232,232
20180626,4416,643,643
20180628,3506,414,414
20180629,2203,4,4
20180701,5110,112,112
20180702,2111,7,7
20180704,1201,1410,1546
20180705,3714,529,533
20180706,4107,486,508
20180708,1501,310,310
20180711,3301,5198,5769
20180711,522701,24,24
20180714,3208,572,572
20180715,3601,605,605
20180716,4418,729,729
20180718,3508,30,30
20180719,2205,76,76
20140611,4401,3,3
20140701,4403,4,4
20141210,4403,5,5
20150423,4201,23,23
20150623,4403,504,569
20150816,4201,370,397
20150922,4101,37,37
20150926,4401,2239,2280
20151109,4101,14,14
20151117,3202,6,6
20151211,3701,25,27
20151219,4301,62,68
20151222,6101,138,150
20160110,1101,14409,15574
20160114,1401,37,39
20160129,4101,24,24
20160220,1301,26,30
20160321,3703,2,2
20160404,3301,711,820
20160503,1101,11257,11777
20160507,1401,126,142
20160510,3201,565,666
20160613,1301,12,15
20160624,3701,124,129
20160801,2102,54,57
20160903,3201,436,506
20160910,5301,7,7
20161012,1101,23879,24792
20161016,1401,51,51
20161122,1301,46,48
20161223,3703,6,6
20170113,5001,1200,1278
20170117,5301,9,9
20170216,3101,6720,6920
20170319,1201,477,581
20170326,3301,1413,1564
20170330,2102,88,119
20170401,4419,26,30
20170425,1101,38602,40425
20170429,1401,175,186
20170506,5001,1048,1089
20170609,3101,13849,14169
20170612,3205,28,30
20170706,5203,6,6
20170719,3301,3134,3412
20170722,5101,4757,4979
20170723,2102,171,174
20170809,3303,6,6
20170818,1101,53102,54758
20170825,3201,1113,1160
20170829,3501,39,39
20170928,1301,68,70
20171015,5001,928,941
20171019,5301,46,46
20171105,3307,20,20
20171118,3101,17209,17936
20171121,3205,73,75
20171208,1407,10,10
20171215,5203,28,28
20171223,4304,46,46
20171228,3301,5380,5834
20171231,5101,11448,11859
20180102,3202,20,20
20180105,6501,78,84
20180106,3502,367,367
20180109,5105,5,5
20180125,3307,68,70
20180204,4301,76,76
20180205,1302,4,4
20180206,420607,165,185
20180208,4601,212,213
20180212,3402,183,184
20180216,3702,2,2
20180227,4406,82,82
20180228,1407,1,1
20180303,2101,87,89
20180310,4201,544,574
20180314,4501,1474,1552
20180317,4408,94,94
20180323,4419,81,85
20180402,3717,46,46
20180404,4503,93,93
20180411,3211,118,119
20180412,3604,48,49
20180412,4452,370,370
20180413,2301,257,257
20180420,4401,3754,3933
20180424,1309,45,47
20180428,5001,1812,1826
20180501,3213,142,142
20180510,4403,3545,3699
20180513,4310,1,1
20180518,3307,23,23
20180521,3411,30,30
20180521,5107,59,60
20180526,4104,198,198
20180530,4601,702,702
20180603,4312,9,9
20180604,6401,348,378
20180605,3402,192,227
20180609,3702,17,17
20180611,5109,64,64
20180615,3713,451,459
20180622,4117,190,190
20180624,3207,559,565
20180626,4417,644,644
20180628,3507,138,138
20180628,5203,51,51
20180701,3415,335,335
20180701,5111,125,134
20180702,2112,1,1
20180703,4201,702,731
20180705,3715,162,162
20180706,4108,65,66
20180707,4501,2158,2196
20180708,1502,12,12
20180710,6301,93,93
20180711,3302,301,304
20180714,3209,416,416
20180716,4419,224,229
20180718,3509,230,230
20180722,2310,362,362
20140702,3101,4,4
20140812,3301,4,4
20140911,1101,21,21
20141002,5101,1,1
20141211,3101,31,31
20150118,1101,349,349
20150415,5101,126,134
20150518,3201,24,26
20150624,3101,1186,1227
20150727,1201,133,157
20150808,5101,1832,1909
20150914,5001,673,716
20151027,3201,846,1061
20151030,5001,1695,1900
20151101,3502,8,8
20151207,3205,279,310
20151211,3702,28,28
20160106,2301,70,71
20160113,4401,367,384
20160121,3502,6,6
20160203,4403,530,585
20160212,2201,38,42
20160220,1302,4,4
20160227,3205,142,171
20160404,3302,3,3
20160409,4419,19,26
20160502,4101,16,16
20160506,4401,765,833
20160510,3202,28,32
20160513,6501,14,15
20160514,3502,15,15
20160605,2201,78,96
20160612,4301,34,37
20160613,1302,4,4
20160624,3702,19,19
20160711,2101,78,78
20160722,4501,84,86
20160731,4419,18,21
20160821,2301,101,119
20160903,3202,8,8
20160906,6501,39,39
20160907,3502,15,15
20161008,2301,168,169
20161011,4101,46,46
20161015,4401,306,312
20161022,6501,57,63
20161023,3502,20,20
20161105,4403,961,1113
20161114,2201,162,164
20161121,4301,41,41
20161122,1302,1,1
20161129,3205,47,52
20161220,2101,119,120
20161231,4501,328,349
20170125,4403,573,648
20170204,3701,182,183
20170215,6101,95,101
20170318,4201,233,258
20170326,3302,10,10
20170424,4101,28,28
20170428,4401,950,996
20170518,4403,1433,1632
20170527,2201,140,145
20170608,6101,155,156
20170719,3302,15,15
20170802,1401,194,199
20170817,4101,29,29
20170825,3202,25,26
20170828,6501,127,130
20170829,3502,25,25
20170927,4301,82,82
20170928,1302,1,1
20170930,6101,472,488
20171027,4403,3284,3490
20171102,3401,142,145
20171106,3701,503,505
20171113,4105,30,30
20171117,6101,476,487
20171201,1201,1500,1609
20171212,3601,52,52
20171218,5111,2,2
20171228,3302,21,21
20180104,4413,114,114
20180106,3503,84,84
20180115,1301,50,51
20180122,3401,306,306
20180126,3701,442,447
20180215,3310,6,6
20180221,1201,545,651
20180227,4407,6,6
20180302,5101,8243,8572
20180303,2102,612,648
20180317,4409,173,173
20180321,3210,85,85
20180322,4451,270,271
20180323,4420,29,29
20180323,6540,102,105
20180328,5113,299,303
20180331,1401,308,310
20180405,3201,871,1031
20180409,3501,370,370
20180411,3212,289,289
20180412,4453,48,48
20180412,5301,412,442
20180424,1310,127,127
20180428,3306,105,107
20180502,3607,224,224
20180502,5303,92,92
20180508,1301,341,356
20180510,4404,19,19
20180511,3101,28724,30057
20180515,3401,475,485
20180519,3701,322,367
20180521,3412,278,278
20180526,4105,209,221
20180530,4602,6,6
20180603,4313,44,44
20180603,422801,10,10
20180605,3403,1,1
20180608,3310,220,223
20180609,3703,870,917
20180611,5110,40,40
20180614,1201,1747,1924
20180615,3714,435,436
20180616,4107,473,485
20180618,1501,240,243
20180621,3301,5400,5765
20180621,522701,2,2
20180624,3208,333,333
20180625,3601,700,700
20180626,4418,531,531
20180701,3416,332,332
20180703,4202,2,2
20180705,3716,80,80
20180706,4109,5,5
20180707,4502,817,817
20180711,3303,332,333
20180714,3210,259,331
20180715,4451,995,996
20180716,4420,270,275
20180716,6540,187,202
20180719,2207,2,2
20180720,1101,70998,74524
20180724,1401,4,4
20140914,4401,1,1
20141030,4401,3,3
20150726,4201,281,291
20150926,4403,2924,3132
20151019,4101,75,75
20151027,3202,90,90
20151110,1301,24,30
20151121,3701,33,37
20151129,4301,61,76
20151228,2101,149,158
20160101,5001,873,903
20160130,1301,54,54
20160204,3101,2707,2855
20160307,1201,408,656
