,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat__
49,2018-08-27,65650.08700589184,60042.31346381533,75811.01378241344,65650.08700589184,65650.08700589184,0.037649271320233914,0.037649271320233914,0.037649271320233914,0.037649271320233914,0.037649271320233914,0.037649271320233914,0.0,0.0,0.0,68121.76494377363
50,2018-08-28,65799.84686789094,61612.06866554273,76452.7712445194,65799.84686789094,65799.84686789094,0.048670366196093766,0.048670366196093766,0.048670366196093766,0.048670366196093766,0.048670366196093766,0.048670366196093766,0.0,0.0,0.0,69002.34951059808
51,2018-08-29,65949.60672989005,62398.152516753675,77020.53833130571,65949.60672989005,65949.60672989005,0.05641114458826565,0.05641114458826565,0.05641114458826565,0.05641114458826565,0.05641114458826565,0.05641114458826565,0.0,0.0,0.0,69669.89953066912
52,2018-08-30,66099.36659188915,63692.98347157205,78934.004073711,66099.36659188915,66099.36659188915,0.07455909948792334,0.07455909948792334,0.07455909948792334,0.07455909948792334,0.07455909948792334,0.07455909948792334,0.0,0.0,0.0,71027.67584170253
53,2018-08-31,66249.12645388825,73855.35611699757,89478.44141680078,66249.12645388825,66249.12645388825,0.22834139759033772,0.22834139759033772,0.22834139759033772,0.22834139759033772,0.22834139759033772,0.22834139759033772,0.0,0.0,0.0,81376.5445775081
54,2018-09-01,66398.88631588736,44235.06397385593,60116.7784584663,66398.88631588736,66398.88631588736,-0.2149816900583664,-0.2149816900583664,-0.2149816900583664,-0.2149816900583664,-0.2149816900583664,-0.2149816900583664,0.0,0.0,0.0,52124.34151770455
55,2018-09-02,66548.64617788648,43396.18110467678,59123.36653478681,66548.64617788648,66548.64617788648,-0.23064958912315017,-0.23064958912315017,-0.23064958912315017,-0.23064958912315017,-0.23064958912315017,-0.23064958912315017,0.0,0.0,0.0,51199.22828025506
56,2018-09-03,66698.40603988558,62010.03976584316,76585.0387947819,66698.40603988558,66698.40603988558,0.037649271319526306,0.037649271319526306,0.037649271319526306,0.037649271319526306,0.037649271319526306,0.037649271319526306,0.0,0.0,0.0,69209.55242546115
57,2018-09-04,66848.16590188468,62504.1258337426,77201.80671768199,66848.16590188468,66848.16590188468,0.04867036619633897,0.04867036619633897,0.04867036619633897,0.04867036619633897,0.04867036619633897,0.04867036619633897,0.0,0.0,0.0,70101.69061588304
58,2018-09-05,66997.92576388379,62997.85194652971,79083.40240955449,66997.92576388379,66997.92576388379,0.05641114458808269,0.05641114458808269,0.05641114458808269,0.05641114458808269,0.05641114458808269,0.05641114458808269,0.0,0.0,0.0,70777.35544125186
59,2018-09-06,67147.68562588289,64323.6176586838,79612.48232491466,67147.68562588289,67147.68562588289,0.07455909948805482,0.07455909948805482,0.07455909948805482,0.07455909948805482,0.07455909948805482,0.07455909948805482,0.0,0.0,0.0,72154.15659885571
60,2018-09-07,67297.445487882,75262.11896252699,90281.02286470299,67297.445487882,67297.445487882,0.22834139759056396,0.22834139759056396,0.22834139759056396,0.22834139759056396,0.22834139759056396,0.22834139759056396,0.0,0.0,0.0,82664.23824485976
61,2018-09-08,67447.2053498811,45232.78649660107,60814.03375050938,67447.2053498811,67447.2053498811,-0.21498169005823856,-0.21498169005823856,-0.21498169005823856,-0.21498169005823856,-0.21498169005823856,-0.21498169005823856,0.0,0.0,0.0,52947.29115405859
62,2018-09-09,67596.96521188022,43755.24089874945,59894.79346847723,67596.96521188022,67596.96521188022,-0.2306495891236128,-0.2306495891236128,-0.2306495891236128,-0.2306495891236128,-0.2306495891236128,-0.2306495891236128,0.0,0.0,0.0,52005.7529597569
63,2018-09-10,67746.72507387932,62863.20252956597,78198.5163079808,67744.47399557897,67748.99089650108,0.03764927131932177,0.03764927131932177,0.03764927131932177,0.03764927131932177,0.03764927131932177,0.03764927131932177,0.0,0.0,0.0,70297.3399071813
64,2018-09-11,67896.48493587843,63423.581527890434,78634.8845280302,67885.62907614699,67906.09405306798,0.04867036619574546,0.04867036619574546,0.04867036619574546,0.04867036619574546,0.04867036619574546,0.04867036619574546,0.0,0.0,0.0,71201.03172111155
65,2018-09-12,68046.24479787753,64493.31719455688,80091.94610667795,68022.226266016,68066.57832018261,0.05641114458815458,0.05641114458815458,0.05641114458815458,0.05641114458815458,0.05641114458815458,0.05641114458815458,0.0,0.0,0.0,71884.81135185156
66,2018-09-13,68196.00465987663,65686.46956582782,80642.04194072026,68156.49194460463,68228.05948804985,0.0745590994877993,0.0745590994877993,0.0745590994877993,0.0745590994877993,0.0745590994877993,0.0745590994877993,0.0,0.0,0.0,73280.6373559828
67,2018-09-14,68345.76452187574,75731.01060683896,91960.84341742926,68290.93645840214,68392.7473590202,0.22834139759036953,0.22834139759036953,0.22834139759036953,0.22834139759036953,0.22834139759036953,0.22834139759036953,0.0,0.0,0.0,83951.93191218314
68,2018-09-15,68495.52438387484,46210.86241293137,61398.67088985369,68423.84489133421,68559.65139434728,-0.21498169005802045,-0.21498169005802045,-0.21498169005802045,-0.21498169005802045,-0.21498169005802045,-0.21498169005802045,0.0,0.0,0.0,53770.24079041908
69,2018-09-16,68645.28424587395,44896.297451736515,60492.264775598196,68551.37513175346,68730.11098054763,-0.23064958912310915,-0.23064958912310915,-0.23064958912310915,-0.23064958912310915,-0.23064958912310915,-0.23064958912310915,0.0,0.0,0.0,52812.27763932408
70,2018-09-17,68795.04410787307,63793.13106570555,79171.09347579203,68678.22039313469,68898.44270399601,0.03764927131961805,0.03764927131961805,0.03764927131961805,0.03764927131961805,0.03764927131961805,0.03764927131961805,0.0,0.0,0.0,71385.12738893548
71,2018-09-18,68944.80396987217,64509.98444180485,79628.37934338201,68804.28651858785,69072.99718900876,0.04867036619620734,0.04867036619620734,0.04867036619620734,0.04867036619620734,0.04867036619620734,0.04867036619620734,0.0,0.0,0.0,72300.37282641158
72,2018-09-19,69094.56383187127,65440.14534376489,80877.41296301385,68929.71340292823,69251.73025451593,0.05641114458793345,0.05641114458793345,0.05641114458793345,0.05641114458793345,0.05641114458793345,0.05641114458793345,0.0,0.0,0.0,72992.26726243115
