,dt_ymd,city_id,_c2
2986,20180404,3706.0,37
2987,20180404,4306.0,566
2988,20180407,4453.0,47
2989,20180408,1302.0,512
2990,20180408,3702.0,53
2991,20180409,5111.0,78
2992,20180410,1309.0,4
2993,20180410,3709.0,18
2994,20180414,1305.0,63
2995,20180414,4305.0,0
2996,20180416,5203.0,36
2997,20180417,4452.0,388
2998,20180418,1301.0,301
2999,20180418,3101.0,22536
3000,20180418,3701.0,369
3001,20180418,4301.0,323
3002,20180418,6101.0,868
3003,20180419,3310.0,234
3004,20180420,3708.0,184
3005,20180424,1304.0,157
3006,20180424,3704.0,5
3007,20180424,4304.0,721
3008,20180424,6104.0,25
3009,20180425,5113.0,539
3010,20180426,2202.0,19
3011,20180426,3402.0,308
3012,20180427,3611.0,118
3013,20180427,4211.0,47
3014,20180427,4451.0,367
3015,20180428,4420.0,40
3016,20180430,3707.0,217
3017,20180430,4307.0,438
3018,20180501,3408.0,23
3019,20180503,1306.0,228
3020,20180503,3706.0,27
3021,20180503,4306.0,324
3022,20180506,4453.0,96
3023,20180507,1302.0,793
3024,20180507,3702.0,95
3025,20180507,4302.0,6
3026,20180508,5111.0,80
3027,20180513,1305.0,298
3028,20180513,4305.0,199
3029,20180515,5203.0,40
3030,20180516,4452.0,424
3031,20180517,1301.0,356
3032,20180517,3101.0,27594
3033,20180517,3701.0,436
3034,20180517,4301.0,408
3035,20180517,6101.0,971
3036,20180517,532901.0,7
3037,20180518,3310.0,212
3038,20180523,1304.0,180
3039,20180523,3704.0,23
3040,20180523,4304.0,601
3041,20180523,6104.0,125
3042,20180524,5113.0,210
3043,20180525,2202.0,274
3044,20180525,3402.0,360
3045,20180525,4602.0,6
3046,20180526,3611.0,252
3047,20180526,4211.0,93
3048,20180526,4451.0,637
3049,20180527,4420.0,105
3050,20180528,4509.0,0
3051,20180528,5109.0,27
3052,20180531,3405.0,64
3053,20180602,1306.0,460
3054,20180602,3706.0,41
3055,20180602,4306.0,405
3056,20180603,5115.0,12
3057,20180605,4453.0,281
3058,20180606,1302.0,1255
3059,20180606,3702.0,78
3060,20180606,4302.0,152
3061,20180607,3311.0,1
3062,20180607,5111.0,76
3063,20180609,3609.0,142
3064,20180609,4209.0,187
3065,20180612,1305.0,371
3066,20180612,3705.0,26
3067,20180612,4305.0,344
3068,20180614,3403.0,1
3069,20180614,5203.0,49
3070,20180615,4452.0,801
3071,20180616,1301.0,724
3072,20180616,3101.0,21535
3073,20180616,3701.0,279
3074,20180616,4301.0,299
3075,20180616,6101.0,1679
3076,20180616,532901.0,21
3077,20180617,3310.0,306
3078,20180617,5110.0,73
3079,20180619,3608.0,42
3080,20180622,1304.0,503
3081,20180622,3704.0,89
3082,20180622,4304.0,1096
3083,20180622,6104.0,374
3084,20180623,5113.0,536
3085,20180624,2202.0,547
3086,20180624,3402.0,307
3087,20180624,4602.0,67
3088,20180625,3611.0,373
3089,20180625,4211.0,182
3090,20180625,4451.0,577
3091,20180626,4420.0,185
3092,20180627,4509.0,130
3093,20180627,5109.0,104
3094,20180629,3607.0,465
3095,20180629,420607.0,505
3096,20180630,2205.0,3
3097,20180630,3405.0,275
3098,20180701,1306.0,704
3099,20180701,3706.0,100
3100,20180701,4306.0,562
3101,20180702,5115.0,106
3102,20180703,3404.0,3
3103,20180704,4453.0,346
3104,20180705,1302.0,1677
3105,20180705,3702.0,122
3106,20180705,4302.0,402
3107,20180706,2111.0,33
3108,20180706,3311.0,36
3109,20180706,5111.0,146
3110,20180708,3609.0,285
3111,20180708,4209.0,271
3112,20180709,4418.0,735
3113,20180711,1305.0,553
3114,20180711,3705.0,176
3115,20180711,4305.0,448
3116,20180711,6105.0,108
3117,20180712,2114.0,32
3118,20180712,5114.0,14
3119,20180713,2203.0,58
3120,20180713,3403.0,37
3121,20180713,5203.0,72
3122,20180714,4212.0,15
3123,20180714,4452.0,1024
3124,20180715,1301.0,736
3125,20180715,3101.0,17164
3126,20180715,3701.0,217
3127,20180715,4301.0,651
3128,20180715,6101.0,863
3129,20180715,522701.0,50
3130,20180715,532901.0,52
3131,20180716,2110.0,41
3132,20180716,3310.0,170
3133,20180716,5110.0,138
3134,20180718,3608.0,116
3135,20180718,4208.0,3
3136,20180719,4417.0,480
3137,20180721,1304.0,649
3138,20180721,3704.0,122
3139,20180721,4304.0,1198
3140,20180721,6104.0,551
3141,20180722,2113.0,16
3142,20180722,5113.0,514
3143,20180723,2202.0,591
3144,20180723,3402.0,472
3145,20180723,4602.0,125
3146,20180723,5202.0,6
3147,20180724,3611.0,412
3148,20180724,4211.0,321
3149,20180724,4451.0,900
3150,20180725,4420.0,266
3151,20180726,4509.0,187
3152,20180726,5109.0,252
3153,20180728,3607.0,478
3154,20180728,420607.0,540
3155,20180729,4416.0,801
3156,20180731,1303.0,413
3157,20180731,3703.0,914
3158,20180731,4303.0,53
3159,20180731,6103.0,257
3160,20180801,5115.0,207
3161,20180802,3404.0,141
3162,20180803,4453.0,403
3163,20180804,1302.0,2022
3164,20180804,3702.0,129
3165,20180804,4302.0,659
3166,20180805,2111.0,168
3167,20180805,3311.0,175
3168,20180805,4511.0,7
3169,20180805,5111.0,129
3170,20180807,3609.0,306
3171,20180807,4209.0,377
3172,20180808,4418.0,743
3173,20180809,2107.0,227
3174,20180809,3307.0,7
3175,20180809,4507.0,55
3176,20180809,5107.0,293
3177,20180810,1305.0,512
3178,20180810,3705.0,280
3179,20180810,4305.0,679
3180,20180810,6105.0,136
3181,20180811,2114.0,146
3182,20180811,5114.0,45
3183,20180812,2203.0,160
3184,20180812,3403.0,95
3185,20180812,5203.0,62
3186,20180813,4212.0,81
3187,20180813,4452.0,885
3188,20180814,1301.0,726
3189,20180814,3101.0,25958
3190,20180814,3701.0,341
3191,20180814,4301.0,940
3192,20180814,6101.0,742
3193,20180814,522701.0,92
3194,20180814,532901.0,133
3195,20180815,2110.0,138
3196,20180815,3310.0,204
3197,20180815,5110.0,187
3198,20180817,3608.0,174
3199,20180817,4208.0,22
3200,20180818,4417.0,741
3201,20180819,2106.0,990
3202,20180819,3306.0,62
3203,20180819,5106.0,243
3204,20180820,1304.0,529
3205,20180820,3704.0,178
3206,20180820,4304.0,948
3207,20180820,6104.0,414
3208,20180821,2113.0,74
3209,20180821,5113.0,586
3210,20180822,2202.0,668
3211,20180822,3402.0,584
3212,20180822,4602.0,97
3213,20180822,5202.0,23
3214,20180823,3611.0,513
3215,20180823,4211.0,193
3216,20180823,4451.0,783
3217,20180824,4420.0,298
3218,20180825,4509.0,209
3219,20180825,5109.0,409
3220,20180827,3607.0,656
3221,20180827,420607.0,464
3222,20180828,4416.0,867
3223,20180829,1505.0,146
3224,20180829,2105.0,312
3225,20180829,3305.0,108
3226,20180829,4505.0,275
3227,20180829,5105.0,7
3228,20180830,1303.0,777
3229,20180830,3703.0,851
3230,20180830,4303.0,136
3231,20180830,6103.0,249
3232,20180831,2112.0,48
3233,20180901,3404.0,265
3234,20180902,4453.0,436
3235,20180903,1302.0,1447
3236,20180903,3702.0,129
3237,20180903,4302.0,433
3238,20140413,1101.0,1
3239,20140512,1101.0,11
3240,20140611,1101.0,15
3241,20140710,1101.0,31
3242,20140729,3101.0,13
3243,20140828,3101.0,17
3244,20140927,3101.0,12
3245,20141007,1101.0,22
3246,20141025,4401.0,1
3247,20141104,4403.0,4
3248,20141106,1101.0,83
3249,20141124,4401.0,4
3250,20141203,4403.0,4
3251,20141205,1101.0,109
3252,20141223,4401.0,17
3253,20150113,4403.0,11
3254,20150115,1101.0,457
3255,20150212,4403.0,80
3256,20150214,1101.0,1363
3257,20150311,4403.0,63
3258,20150313,1101.0,1081
3259,20150331,4401.0,49
3260,20150410,4403.0,110
3261,20150412,1101.0,1253
3262,20150430,3201.0,4
3263,20150430,4401.0,187
3264,20150511,1101.0,3131
3265,20150610,1101.0,3681
3266,20150629,3101.0,1285
3267,20150728,3101.0,2641
3268,20150827,3101.0,3320
3269,20150827,6101.0,8
3270,20150916,3702.0,6
3271,20150926,1301.0,1
3272,20150926,3101.0,5384
3273,20150926,4301.0,30
3274,20150926,6101.0,89
3275,20151004,4403.0,1638
3276,20151006,1101.0,9601
3277,20151006,4101.0,28
3278,20151014,3202.0,2
3279,20151020,3205.0,418
3280,20151024,1401.0,3
3281,20151024,3201.0,885
3282,20151024,4401.0,2019
3283,20151024,5001.0,1252
3284,20151103,4403.0,2245
3285,20151105,1101.0,25457
3286,20151105,4101.0,43
3287,20151113,3202.0,6
3288,20151123,1401.0,11
3289,20151123,3201.0,773
3290,20151123,4401.0,955
3291,20151123,5001.0,1250
3292,20151202,4403.0,1817
3293,20151204,1101.0,19215
3294,20151204,2301.0,64
3295,20151204,4101.0,20
3296,20151212,3202.0,19
3297,20151222,1401.0,28
3298,20151222,3201.0,894
3299,20151222,4401.0,891
3300,20151222,5001.0,1150
3301,20151230,3502.0,16
3302,20160104,3502.0,9
3303,20160112,4403.0,1373
3304,20160114,1101.0,17244
3305,20160114,2301.0,65
3306,20160114,4101.0,17
3307,20160122,3202.0,38
3308,20160203,3502.0,27
3309,20160211,4403.0,176
3310,20160213,1101.0,7999
3311,20160213,2301.0,28
3312,20160213,4101.0,2
3313,20160221,3202.0,8
3314,20160302,3502.0,18
3315,20160310,4403.0,1587
3316,20160312,1101.0,12662
3317,20160312,2301.0,66
3318,20160312,4101.0,12
3319,20160320,3202.0,27
3320,20160330,1401.0,46
3321,20160330,3201.0,728
3322,20160330,4401.0,332
3323,20160330,5001.0,474
3324,20160401,3502.0,21
3325,20160411,1101.0,11991
3326,20160411,2301.0,79
3327,20160411,4101.0,17
3328,20160411,6501.0,27
3329,20160510,1101.0,12614
3330,20160510,2301.0,39
3331,20160510,4101.0,25
3332,20160510,6501.0,28
3333,20160519,1302.0,3
3334,20160519,3702.0,16
3335,20160529,1301.0,12
3336,20160529,3101.0,4028
3337,20160529,3701.0,68
3338,20160529,4301.0,19
3339,20160529,6101.0,66
3340,20160608,3703.0,1
3341,20160618,1302.0,3
3342,20160618,3702.0,12
3343,20160628,1301.0,20
3344,20160628,3101.0,5648
3345,20160628,3701.0,130
3346,20160628,4301.0,27
3347,20160628,6101.0,91
3348,20160709,2201.0,129
3349,20160717,3702.0,6
3350,20160727,1301.0,19
3351,20160727,3101.0,6791
3352,20160727,3701.0,129
3353,20160727,4301.0,33
3354,20160727,6101.0,83
3355,20160808,2201.0,221
3356,20160816,1302.0,0
3357,20160816,3702.0,14
3358,20160826,1301.0,18
3359,20160826,3101.0,7695
3360,20160826,3701.0,124
3361,20160826,4301.0,42
3362,20160826,6101.0,103
3363,20160905,3703.0,1
3364,20160907,2201.0,119
3365,20160909,4419.0,45
3366,20160915,1302.0,6
3367,20160915,3702.0,22
3368,20160925,1301.0,21
3369,20160925,3101.0,3540
3370,20160925,3701.0,120
3371,20160925,4301.0,42
3372,20160925,6101.0,70
3373,20161003,4403.0,531
3374,20161005,1101.0,11243
3375,20161005,2301.0,71
3376,20161005,4101.0,12
3377,20161005,5301.0,2
3378,20161005,6501.0,64
3379,20161013,3202.0,22
3380,20161023,1401.0,65
3381,20161023,3201.0,598
3382,20161023,4401.0,326
3383,20161023,5001.0,679
3384,20161031,3502.0,22
3385,20161102,4403.0,961
3386,20161104,1101.0,35413
3387,20161104,2301.0,168
3388,20161104,4101.0,34
3389,20161104,5301.0,10
3390,20161104,6501.0,81
3391,20161112,3202.0,8
3392,20161122,1401.0,102
3393,20161122,3201.0,794
3394,20161122,4401.0,493
3395,20161122,5001.0,801
3396,20161130,3502.0,22
3397,20161201,4403.0,1029
3398,20161203,1101.0,25625
3399,20161203,2301.0,117
3400,20161203,4101.0,12
3401,20161203,5301.0,3
3402,20161203,6501.0,37
3403,20161211,3202.0,28
3404,20161221,1401.0,191
3405,20161221,3201.0,924
3406,20161221,4401.0,653
3407,20161221,5001.0,1284
3408,20170103,3502.0,18
3409,20170111,4403.0,1086
3410,20170113,1101.0,49090
3411,20170113,2301.0,348
3412,20170113,4101.0,35
3413,20170113,5301.0,8
3414,20170113,6501.0,77
3415,20170121,3202.0,15
3416,20170131,1401.0,43
3417,20170131,3201.0,104
3418,20170131,4401.0,43
3419,20170131,5001.0,130
3420,20170202,3502.0,12
3421,20170210,4403.0,1015
3422,20170212,1101.0,19378
3423,20170212,2301.0,138
3424,20170212,4101.0,10
3425,20170212,5301.0,0
3426,20170212,6501.0,21
3427,20170220,3202.0,19
3428,20170301,3502.0,15
3429,20170311,1101.0,21725
3430,20170311,2301.0,179
3431,20170311,4101.0,14
3432,20170311,5301.0,6
3433,20170311,6501.0,24
3434,20170410,1101.0,33441
3435,20170410,2301.0,149
3436,20170410,4101.0,26
3437,20170410,5301.0,8
3438,20170410,6501.0,62
3439,20170419,1302.0,1
3440,20170419,3702.0,18
3441,20170429,1301.0,22
3442,20170429,3101.0,5888
3443,20170429,3701.0,191
3444,20170429,4301.0,26
3445,20170429,6101.0,88
3446,20170508,3703.0,1
3447,20170518,3702.0,10
3448,20170528,1301.0,23
3449,20170528,3101.0,6607
3450,20170528,3701.0,254
3451,20170528,4301.0,34
3452,20170528,6101.0,95
3453,20170607,3703.0,2
3454,20170609,2201.0,112
3455,20170617,1302.0,2
3456,20170617,3702.0,16
3457,20170627,1301.0,16
3458,20170627,3101.0,12974
3459,20170627,3701.0,324
3460,20170627,4301.0,39
3461,20170627,6101.0,116
3462,20170706,3703.0,5
3463,20170708,2201.0,85
3464,20170716,3702.0,5
3465,20170724,5203.0,8
3466,20170726,1301.0,22
3467,20170726,3101.0,14969
3468,20170726,3701.0,259
3469,20170726,4301.0,46
3470,20170726,6101.0,344
3471,20170805,3703.0,0
3472,20170807,2201.0,76
3473,20170807,3401.0,21
3474,20170809,4419.0,33
3475,20170815,1302.0,0
3476,20170815,3702.0,15
3477,20170823,5203.0,5
3478,20170825,1301.0,18
3479,20170825,3101.0,19517
3480,20170825,3701.0,450
3481,20170825,4301.0,76
3482,20170825,6101.0,181
3483,20170904,3703.0,8
3484,20170906,2201.0,88
3485,20170906,3401.0,37
3486,20170908,4419.0,42
3487,20170914,1302.0,5
3488,20170914,3702.0,13
3489,20170919,3307.0,5
3490,20170924,1301.0,33
3491,20170924,3101.0,14521
3492,20170924,3701.0,419
3493,20170924,4301.0,39
3494,20170924,6101.0,229
3495,20171002,4403.0,1512
3496,20171004,1101.0,37380
3497,20171004,2301.0,144
3498,20171004,3501.0,38
3499,20171004,4101.0,34
3500,20171004,5301.0,18
3501,20171004,6501.0,29
3502,20171012,3202.0,17
3503,20171022,1401.0,265
3504,20171022,3201.0,546
3505,20171022,4401.0,1898
3506,20171022,5001.0,1146
3507,20171030,3502.0,19
3508,20171101,4403.0,2528
3509,20171103,1101.0,65483
3510,20171103,2301.0,329
3511,20171103,3501.0,112
3512,20171103,4101.0,42
3513,20171103,5301.0,55
3514,20171103,6501.0,16
3515,20171111,3202.0,15
3516,20171121,1401.0,268
3517,20171121,3201.0,1006
3518,20171121,4401.0,2244
3519,20171121,5001.0,1308
3520,20171202,1101.0,50052
3521,20171202,2301.0,408
3522,20171202,3501.0,116
3523,20171202,4101.0,111
3524,20171202,5301.0,25
3525,20171202,6501.0,27
3526,20171210,3202.0,18
3527,20171219,5203.0,21
3528,20171220,1401.0,308
3529,20171220,3201.0,1114
3530,20171220,4401.0,2637
3531,20171220,5001.0,1519
3532,20171227,4304.0,99
3533,20171229,3402.0,2
3534,20180102,3502.0,213
3535,20180107,4307.0,1
3536,20180110,4403.0,2515
3537,20180112,1101.0,70123
3538,20180112,2301.0,222
3539,20180112,3501.0,152
3540,20180112,4101.0,429
3541,20180112,5301.0,246
3542,20180112,6501.0,67
3543,20180117,4306.0,85
3544,20180120,3202.0,45
3545,20180129,5203.0,26
3546,20180130,1401.0,254
3547,20180130,3201.0,1057
3548,20180130,4401.0,2570
3549,20180130,5001.0,1445
3550,20180201,3502.0,307
3551,20180206,4307.0,110
3552,20180211,1101.0,46121
3553,20180211,2301.0,186
3554,20180211,3501.0,168
3555,20180211,4101.0,466
3556,20180211,5301.0,404
3557,20180211,6501.0,68
3558,20180216,4306.0,79
3559,20180219,4453.0,7
3560,20180228,5203.0,33
3561,20180305,4307.0,115
3562,20180309,3703.0,87
3563,20180310,1101.0,32249
3564,20180310,2301.0,119
3565,20180310,3501.0,159
3566,20180310,4101.0,366
3567,20180310,5301.0,569
3568,20180310,6501.0,44
3569,20180315,3706.0,6
3570,20180315,4306.0,322
3571,20180318,4453.0,27
3572,20180319,1302.0,254
3573,20180319,3702.0,81
3574,20180321,3709.0,11
3575,20180325,1305.0,20
3576,20180327,5203.0,29
3577,20180328,4452.0,288
3578,20180329,1301.0,181
3579,20180329,3101.0,20350
3580,20180329,3701.0,307
3581,20180329,4301.0,285
3582,20180329,6101.0,455
3583,20180331,3708.0,106
3584,20180404,3707.0,90
3585,20180404,4307.0,282
3586,20180408,3703.0,213
3587,20180410,1310.0,76
3588,20180410,3710.0,1
3589,20180414,1306.0,219
3590,20180414,3706.0,52
3591,20180414,4306.0,533
3592,20180417,4453.0,41
3593,20180418,1302.0,712
3594,20180418,3702.0,67
3595,20180419,5111.0,108
3596,20180420,1309.0,47
3597,20180420,3709.0,49
3598,20180424,1305.0,97
3599,20180424,4305.0,71
3600,20180426,5203.0,35
3601,20180427,4452.0,462
3602,20180428,1301.0,459
3603,20180428,3101.0,26473
3604,20180428,3701.0,491
3605,20180428,4301.0,339
3606,20180428,6101.0,1108
3607,20180429,3310.0,222
3608,20180430,1308.0,2
3609,20180430,3708.0,222
3610,20180503,3707.0,166
3611,20180503,4307.0,374
3612,20180505,3405.0,38
3613,20180507,3703.0,352
3614,20180509,2201.0,231
3615,20180509,3401.0,356
3616,20180509,4601.0,549
3617,20180509,5201.0,408
3618,20180509,6401.0,379
3619,20180509,522401.0,21
3620,20180511,3408.0,88
3621,20180513,1306.0,362
3622,20180513,3706.0,118
3623,20180513,4306.0,861
3624,20180516,4453.0,192
3625,20180517,1302.0,859
3626,20180517,3702.0,129
3627,20180517,4302.0,56
3628,20180518,5111.0,83
3629,20180523,1305.0,173
3630,20180523,4305.0,169
3631,20180525,3403.0,5
3632,20180525,5203.0,47
3633,20180526,4452.0,738
3634,20180527,1301.0,503
3635,20180527,3101.0,19995
3636,20180527,3701.0,304
3637,20180527,4301.0,240
3638,20180527,6101.0,1165
3639,20180527,532901.0,5
3640,20180528,3310.0,142
3641,20180528,5110.0,6
3642,20180602,1307.0,54
3643,20180602,3707.0,436
3644,20180602,4307.0,469
3645,20180604,3405.0,73
3646,20180606,3703.0,631
3647,20180606,4303.0,7
3648,20180606,6103.0,137
3649,20180608,2201.0,350
3650,20180608,3401.0,512
3651,20180608,4601.0,856
3652,20180608,5201.0,681
3653,20180608,6401.0,532
3654,20180608,422801.0,13
3655,20180608,522401.0,17
3656,20180609,3610.0,1
3657,20180609,4210.0,273
3658,20180610,3408.0,135
3659,20180612,1306.0,403
3660,20180612,3706.0,64
3661,20180612,4306.0,393
3662,20180613,5115.0,23
3663,20180615,4453.0,303
3664,20180616,1302.0,1526
3665,20180616,3702.0,91
3666,20180616,4302.0,393
3667,20180617,5111.0,112
3668,20180619,3609.0,177
3669,20180619,4209.0,226
3670,20180622,1305.0,419
3671,20180622,3705.0,73
3672,20180622,4305.0,476
3673,20180622,6105.0,48
3674,20180623,2114.0,0
3675,20180624,3403.0,1
3676,20180624,5203.0,49
3677,20180625,4212.0,13
3678,20180625,4452.0,767
3679,20180626,1301.0,603
3680,20180626,3101.0,27327
3681,20180626,3701.0,403
3682,20180626,4301.0,660
3683,20180626,6101.0,1141
3684,20180626,522701.0,1
3685,20180626,532901.0,31
3686,20180627,2110.0,3
3687,20180627,3310.0,217
3688,20180627,5110.0,98
3689,20180629,3608.0,72
3690,20180701,1307.0,59
3691,20180701,3707.0,627
3692,20180701,4307.0,631
3693,20180703,2205.0,9
3694,20180703,3405.0,317
3695,20180705,1303.0,35
3696,20180705,3703.0,734
3697,20180705,4303.0,17
3698,20180705,6103.0,179
3699,20180707,2201.0,477
3700,20180707,3401.0,603
3701,20180707,4601.0,885
3702,20180707,5201.0,1009
3703,20180707,6401.0,845
3704,20180707,422801.0,43
3705,20180707,522401.0,47
3706,20180708,3610.0,1
3707,20180708,4210.0,363
3708,20180709,4419.0,248
3709,20180711,1306.0,746
3710,20180711,3706.0,113
3711,20180711,4306.0,479
3712,20180712,5115.0,128
3713,20180713,3404.0,25
3714,20180714,4453.0,378
3715,20180715,1302.0,1692
3716,20180715,3702.0,98
3717,20180715,4302.0,710
3718,20180716,2111.0,98
3719,20180716,3311.0,60
3720,20180716,5111.0,92
3721,20180718,3609.0,287
3722,20180718,4209.0,273
3723,20180719,4418.0,721
3724,20180721,1305.0,604
3725,20180721,3705.0,305
3726,20180721,4305.0,571
3727,20180721,6105.0,115
3728,20180722,2114.0,118
3729,20180722,5114.0,28
3730,20180723,2203.0,83
3731,20180723,3403.0,46
3732,20180723,5203.0,59
3733,20180724,4212.0,46
3734,20180724,4452.0,882
3735,20180725,1301.0,630
3736,20180725,3101.0,25505
3737,20180725,3701.0,313
3738,20180725,4301.0,702
3739,20180725,6101.0,697
3740,20180725,522701.0,99
3741,20180725,532901.0,81
3742,20180726,2110.0,145
3743,20180726,3310.0,206
3744,20180726,5110.0,140
3745,20180728,3608.0,194
3746,20180728,4208.0,25
3747,20180729,4417.0,592
3748,20180731,1304.0,536
3749,20180731,3704.0,113
3750,20180731,4304.0,989
3751,20180731,6104.0,419
3752,20180802,2205.0,245
3753,20180802,3405.0,437
3754,20180804,1303.0,470
3755,20180804,3703.0,954
3756,20180804,4303.0,70
3757,20180804,6103.0,342
3758,20180805,2112.0,20
3759,20180806,2201.0,247
3760,20180806,3401.0,619
3761,20180806,4601.0,799
3762,20180806,5201.0,535
3763,20180806,6401.0,711
3764,20180806,422801.0,97
3765,20180806,522401.0,119
3766,20180807,3610.0,112
3767,20180807,4210.0,391
3768,20180808,4419.0,238
3769,20180809,2108.0,207
3770,20180809,3308.0,323
3771,20180810,1306.0,682
3772,20180810,3706.0,158
3773,20180810,4306.0,447
3774,20180811,5115.0,236
3775,20180812,3404.0,246
3776,20180813,4453.0,377
3777,20180814,1302.0,2556
3778,20180814,3702.0,137
3779,20180814,4302.0,507
3780,20180815,2111.0,220
3781,20180815,3311.0,141
3782,20180815,4511.0,37
3783,20180815,5111.0,149
3784,20180817,3609.0,288
3785,20180817,4209.0,262
3786,20180818,4418.0,934
3787,20180819,2107.0,250
3788,20180819,3307.0,5
3789,20180819,4507.0,95
3790,20180819,5107.0,369
3791,20180820,1305.0,371
3792,20180820,3705.0,227
3793,20180820,4305.0,464
3794,20180820,6105.0,160
3795,20180821,2114.0,163
3796,20180821,5114.0,70
3797,20180822,2203.0,147
3798,20180822,3403.0,88
3799,20180822,5203.0,72
3800,20180823,4212.0,89
3801,20180823,4452.0,1022
3802,20180824,1301.0,832
3803,20180824,3101.0,29781
3804,20180824,3701.0,320
3805,20180824,4301.0,989
3806,20180824,6101.0,535
3807,20180824,522701.0,78
3808,20180824,532901.0,56
3809,20180825,2110.0,115
3810,20180825,3310.0,196
3811,20180825,5110.0,172
3812,20180827,3608.0,288
3813,20180827,4208.0,40
3814,20180828,4417.0,704
3815,20180829,2106.0,944
3816,20180829,3306.0,50
3817,20180829,5106.0,191
3818,20180830,1304.0,647
3819,20180830,3704.0,224
3820,20180830,4304.0,980
3821,20180830,6104.0,503
3822,20180831,2113.0,80
3823,20180831,5113.0,509
3824,20180901,2205.0,313
3825,20180901,3405.0,559
3826,20180903,1303.0,589
3827,20180903,3703.0,660
3828,20180903,4303.0,154
3829,20180903,6103.0,268
3830,20140423,1101.0,3
3831,20140522,1101.0,16
3832,20140603,4401.0,2
3833,20140621,1101.0,10
3834,20140702,4401.0,1
3835,20140720,1101.0,8
3836,20140801,4401.0,2
3837,20141015,4403.0,4
3838,20141017,1101.0,40
3839,20141114,4403.0,5
3840,20141116,1101.0,44
3841,20141213,4403.0,4
3842,20141215,1101.0,169
3843,20150107,4401.0,12
3844,20150123,4403.0,105
3845,20150125,1101.0,428
3846,20150206,4401.0,26
3847,20150222,4403.0,2
3848,20150224,1101.0,92
3849,20150305,4401.0,95
3850,20150321,4403.0,76
3851,20150323,1101.0,978
3852,20150404,4401.0,27
3853,20150420,4403.0,161
3854,20150422,1101.0,1924
3855,20150503,4401.0,44
3856,20150521,1101.0,4297
3857,20150602,3201.0,38
3858,20150602,4401.0,117
3859,20150620,1101.0,5165
3860,20150701,3201.0,115
3861,20150701,4401.0,271
3862,20150926,3702.0,27
3863,20151014,4403.0,1947
3864,20151016,1101.0,16155
3865,20151016,4101.0,49
3866,20151024,3202.0,59
3867,20151030,3205.0,597
3868,20151105,3502.0,6
3869,20151113,4403.0,3984
3870,20151115,1101.0,17905
3871,20151115,2301.0,46
3872,20151115,4101.0,23
3873,20151123,3202.0,13
3874,20151204,3502.0,10
3875,20151212,4403.0,1743
3876,20151214,1101.0,16889
3877,20151214,2301.0,59
3878,20151214,4101.0,12
3879,20151222,3202.0,29
3880,20160102,3205.0,311
3881,20160106,1401.0,35
3882,20160106,3201.0,861
3883,20160106,4401.0,414
3884,20160106,5001.0,695
3885,20160114,3502.0,5
3886,20160122,4403.0,2039
3887,20160124,1101.0,17562
3888,20160124,2301.0,58
3889,20160124,4101.0,20
3890,20160201,3205.0,172
3891,20160205,1401.0,15
3892,20160205,3201.0,295
3893,20160205,4401.0,208
3894,20160205,5001.0,559
3895,20160213,3502.0,15
3896,20160221,4403.0,1195
3897,20160223,1101.0,11491
3898,20160223,2301.0,65
3899,20160223,4101.0,8
3900,20160304,1401.0,48
3901,20160304,3201.0,557
3902,20160304,4401.0,362
3903,20160304,5001.0,584
3904,20160312,3502.0,9
3905,20160320,4403.0,1139
3906,20160322,1101.0,13053
3907,20160322,2301.0,45
3908,20160322,4101.0,10
3909,20160322,6501.0,1
3910,20160330,3202.0,22
3911,20160403,1401.0,28
3912,20160403,3201.0,601
3913,20160403,4401.0,135
3914,20160403,5001.0,584
3915,20160411,3502.0,11
3916,20160421,1101.0,12189
3917,20160421,2301.0,83
3918,20160421,4101.0,17
3919,20160421,6501.0,22
3920,20160502,1401.0,41
3921,20160502,3201.0,703
3922,20160502,4401.0,216
3923,20160502,5001.0,612
3924,20160510,3502.0,10
3925,20160519,3703.0,9
3926,20160520,1101.0,29314
3927,20160520,2301.0,177
3928,20160520,4101.0,42
3929,20160520,6501.0,89
3930,20160529,1302.0,1
3931,20160529,3702.0,17
3932,20160601,1401.0,109
3933,20160601,3201.0,1252
3934,20160601,4401.0,822
3935,20160601,5001.0,916
3936,20160618,3703.0,1
3937,20160628,1302.0,1
3938,20160628,3702.0,15
3939,20160719,2201.0,176
3940,20160727,1302.0,6
3941,20160727,3702.0,28
3942,20160816,3703.0,1
3943,20160818,2201.0,153
3944,20160826,1302.0,3
3945,20160826,3702.0,2
3946,20160915,3703.0,1
3947,20160917,2201.0,79
3948,20160919,4419.0,22
3949,20160925,1302.0,3
3950,20160925,3702.0,6
3951,20161005,3502.0,11
3952,20161013,4403.0,970
3953,20161015,1101.0,24041
3954,20161015,2301.0,163
3955,20161015,4101.0,47
3956,20161015,5301.0,2
3957,20161015,6501.0,41
3958,20161023,3202.0,98
3959,20161104,3502.0,25
3960,20161112,4403.0,1242
3961,20161114,1101.0,30983
3962,20161114,2301.0,203
3963,20161114,4101.0,39
3964,20161114,5301.0,8
3965,20161114,6501.0,29
3966,20161122,3202.0,27
3967,20161203,3502.0,7
3968,20161211,4403.0,880
3969,20161213,1101.0,34247
3970,20161213,2301.0,137
3971,20161213,4101.0,27
3972,20161213,5301.0,4
3973,20161213,6501.0,57
3974,20161221,3202.0,34
3975,20161231,1401.0,227
