,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
24,2017-08-02,45943.98859778385,32686.770244379142,63201.99979760291,45943.98859778385,45943.98859778385,0.04359971720753492,0.04359971720753492,0.04359971720753492,0.04359971720753492,0.04359971720753492,0.04359971720753492,0.0,0.0,0.0,47947.13350803343
25,2017-08-03,46031.581775531,32699.493110538795,63777.2941274886,46031.581775531,46031.581775531,0.06451445011495005,0.06451445011495005,0.06451445011495005,0.06451445011495005,0.06451445011495005,0.06451445011495005,0.0,0.0,0.0,49001.28396170074
26,2017-08-04,46119.17495327814,40163.19725345783,70379.83761179842,46119.17495327814,46119.17495327814,0.18655856152231723,0.18655856152231723,0.18655856152231723,0.18655856152231723,0.18655856152231723,0.18655856152231723,0.0,0.0,0.0,54723.10189115779
27,2017-08-05,46206.76813102529,22396.320999624277,53997.09064674504,46206.76813102529,46206.76813102529,-0.16206514049837495,-0.16206514049837495,-0.16206514049837495,-0.16206514049837495,-0.16206514049837495,-0.16206514049837495,0.0,0.0,0.0,38718.26176189484
28,2017-08-06,46294.36131340287,21482.73267692841,52098.69304349965,46294.36131340287,46294.36131340287,-0.21039116990291648,-0.21039116990291648,-0.21039116990291648,-0.21039116990291648,-0.21039116990291648,-0.21039116990291648,0.0,0.0,0.0,36554.436476767725
29,2017-08-07,46381.95449578045,32904.5172601778,64526.29717329851,46381.95449578045,46381.95449578045,0.04102369094381038,0.04102369094381038,0.04102369094381038,0.04102369094381038,0.04102369094381038,0.04102369094381038,0.0,0.0,0.0,48284.713462385225
30,2017-08-08,46469.54767815803,33523.804114917286,62979.31099859901,46469.54767815803,46469.54767815803,0.036759890611780234,0.036759890611780234,0.036759890611780234,0.036759890611780234,0.036759890611780234,0.036759890611780234,0.0,0.0,0.0,48177.763167586025
31,2017-08-09,46557.140860535605,31642.094385053686,63180.42272300806,46557.140860535605,46557.140860535605,0.0435997172075486,0.0435997172075486,0.0435997172075486,0.0435997172075486,0.0435997172075486,0.0435997172075486,0.0,0.0,0.0,48587.019036046964
32,2017-08-10,46644.73404291319,34667.86110877794,65776.65135341324,46644.73404291319,46644.73404291319,0.06451445011502897,0.06451445011502897,0.06451445011502897,0.06451445011502897,0.06451445011502897,0.06451445011502897,0.0,0.0,0.0,49653.993410453506
33,2017-08-11,46732.32722529077,39172.52029278381,70996.92927570062,46732.32722529077,46732.32722529077,0.18655856152236205,0.18655856152236205,0.18655856152236205,0.18655856152236205,0.18655856152236205,0.18655856152236205,0.0,0.0,0.0,55450.64296903334
34,2017-08-12,46819.920407668345,24703.15990939007,53078.63865642497,46819.920407668345,46819.920407668345,-0.16206514049850268,-0.16206514049850268,-0.16206514049850268,-0.16206514049850268,-0.16206514049850268,-0.16206514049850268,0.0,0.0,0.0,39232.04342867086
35,2017-08-13,46907.51359004593,21226.007031305562,51137.49870000593,46907.51359004593,46907.51359004593,-0.21039116990251353,-0.21039116990251353,-0.21039116990251353,-0.21039116990251353,-0.21039116990251353,-0.21039116990251353,0.0,0.0,0.0,37038.58692861811
36,2017-08-14,46995.1067724235,33005.538863981405,64591.60246238693,46995.1067724235,46995.1067724235,0.04102369094361564,0.04102369094361564,0.04102369094361564,0.04102369094361564,0.04102369094361564,0.04102369094361564,0.0,0.0,0.0,48923.019508517624
37,2017-08-15,47082.699954801086,34375.63033186065,64205.1640984659,47082.699954801086,47082.699954801086,0.036759890611838854,0.036759890611838854,0.036759890611838854,0.036759890611838854,0.036759890611838854,0.036759890611838854,0.0,0.0,0.0,48813.45485484961
38,2017-08-16,47170.29313717866,34399.490632833156,64163.481332341195,47170.29313717866,47170.29313717866,0.04359971720746784,0.04359971720746784,0.04359971720746784,0.04359971720746784,0.04359971720746784,0.04359971720746784,0.0,0.0,0.0,49226.90457855301
39,2017-08-17,47257.886319556244,34663.70262668788,65113.43844356082,47257.886319556244,47257.886319556244,0.06451445011522279,0.06451445011522279,0.06451445011522279,0.06451445011522279,0.06451445011522279,0.06451445011522279,0.0,0.0,0.0,50306.702869070126
40,2017-08-18,47345.47950193383,39932.05552877277,70476.44606079574,47345.47950193383,47345.47950193383,0.18655856152240685,0.18655856152240685,0.18655856152240685,0.18655856152240685,0.18655856152240685,0.18655856152240685,0.0,0.0,0.0,56178.1840524032
41,2017-08-19,47433.07268431141,25087.851758711528,53557.11953228915,47433.07268431141,47433.07268431141,-0.16206514049863036,-0.16206514049863036,-0.16206514049863036,-0.16206514049863036,-0.16206514049863036,-0.16206514049863036,0.0,0.0,0.0,39745.82509544673
42,2017-08-20,47520.665868693715,22335.45059791125,52137.98206551232,47520.665868693715,47520.665868693715,-0.21039116990307938,-0.21039116990307938,-0.21039116990307938,-0.21039116990307938,-0.21039116990307938,-0.21039116990307938,0.0,0.0,0.0,37522.73738200591
43,2017-08-21,47608.25905307602,34087.39887209053,64706.4803293825,47608.25905307602,47608.25905307602,0.041023690943854864,0.041023690943854864,0.041023690943854864,0.041023690943854864,0.041023690943854864,0.041023690943854864,0.0,0.0,0.0,49561.32555884439
44,2017-08-22,47695.85223745833,34321.909138485775,65283.25159834867,47695.85223745833,47695.85223745833,0.03675989061197383,0.03675989061197383,0.03675989061197383,0.03675989061197383,0.03675989061197383,0.03675989061197383,0.0,0.0,0.0,49449.146548352175
45,2017-08-23,47783.44542184064,35573.93652351697,64309.665982030485,47783.44542184064,47783.44542184064,0.0435997172076142,0.0435997172076142,0.0435997172076142,0.0435997172076142,0.0435997172076142,0.0435997172076142,0.0,0.0,0.0,49866.790129438356
46,2017-08-24,47871.03860622295,36031.91095250378,66131.34815108,47871.03860622295,47871.03860622295,0.0645144501153017,0.0645144501153017,0.0645144501153017,0.0645144501153017,0.0645144501153017,0.0645144501153017,0.0,0.0,0.0,50959.4123383518
47,2017-08-25,47958.63179060526,41960.21648236797,71592.24467027618,47958.63179060526,47958.63179060526,0.18655856152235584,0.18655856152235584,0.18655856152235584,0.18655856152235584,0.18655856152235584,0.18655856152235584,0.0,0.0,0.0,56905.725150040904
48,2017-08-26,48046.22497498756,25770.479523505815,54883.414700644804,48046.22497498756,48046.22497498756,-0.16206514049819723,-0.16206514049819723,-0.16206514049819723,-0.16206514049819723,-0.16206514049819723,-0.16206514049819723,0.0,0.0,0.0,40259.606774008214
49,2017-08-27,48133.818159369876,23721.182117024677,53142.429940538146,48133.818159369876,48133.818159369876,-0.2103911699026765,-0.2103911699026765,-0.2103911699026765,-0.2103911699026765,-0.2103911699026765,-0.2103911699026765,0.0,0.0,0.0,38006.88784493735
50,2017-08-28,48221.41134375218,34205.342831045746,65672.35926452246,48221.41134375218,48221.41134375218,0.04102369094409414,0.04102369094409414,0.04102369094409414,0.04102369094409414,0.04102369094409414,0.04102369094409414,0.0,0.0,0.0,50199.631619606305
51,2017-08-29,48309.00452813449,34044.534746685466,64901.180877214865,48309.00452813449,48309.00452813449,0.036759890612108784,0.036759890612108784,0.036759890612108784,0.036759890612108784,0.036759890612108784,0.036759890612108784,0.0,0.0,0.0,50084.83825016858
52,2017-08-30,48396.5977125168,34552.446104058225,66363.33483128935,48396.5977125168,48396.5977125168,0.04359971720753344,0.04359971720753344,0.04359971720753344,0.04359971720753344,0.04359971720753344,0.04359971720753344,0.0,0.0,0.0,50506.6756865893
53,2017-08-31,48484.190896899105,36053.04114213651,67430.23160984267,48484.190896899105,48484.190896899105,0.06451445011509856,0.06451445011509856,0.06451445011509856,0.06451445011509856,0.06451445011509856,0.06451445011509856,0.0,0.0,0.0,51612.12181188801
54,2017-09-01,48571.78408128141,41832.49732737884,72949.9790360898,48571.78408128141,48571.78408128141,0.1865585615224006,0.1865585615224006,0.1865585615224006,0.1865585615224006,0.1865585615224006,0.1865585615224006,0.0,0.0,0.0,57633.266250061904
55,2017-09-02,48659.37727029298,25688.974142524567,56305.14837216556,48659.37727029298,48659.37727029298,-0.16206514049865864,-0.16206514049865864,-0.16206514049865864,-0.16206514049865864,-0.16206514049865864,-0.16206514049865864,0.0,0.0,0.0,40773.38845640571
56,2017-09-03,48746.97045930454,23717.098114150536,53662.83887050919,48746.97045930454,48746.97045930454,-0.2103911699030421,-0.2103911699030421,-0.2103911699030421,-0.2103911699030421,-0.2103911699030421,-0.2103911699030421,0.0,0.0,0.0,38491.038315142425
57,2017-09-04,48834.56364831611,35042.98747045925,65597.98533657234,48834.56364831611,48834.56364831611,0.0410236909439747,0.0410236909439747,0.0410236909439747,0.0410236909439747,0.0410236909439747,0.0410236909439747,0.0,0.0,0.0,50837.93769480849
58,2017-09-05,48922.15683732767,35917.99109828274,66848.73414292345,48922.15683732767,48922.15683732767,0.036759890611905335,0.036759890611905335,0.036759890611905335,0.036759890611905335,0.036759890611905335,0.036759890611905335,0.0,0.0,0.0,50720.52997116631
59,2017-09-06,49009.750026339236,35920.5017669901,66368.625188643,49009.750026339236,49009.750026339236,0.04359971720752795,0.04359971720752795,0.04359971720752795,0.04359971720752795,0.04359971720752795,0.04359971720752795,0.0,0.0,0.0,51146.56126789926
60,2017-09-07,49097.3432153508,37789.60606753682,67587.25178406383,49097.3432153508,49097.3432153508,0.06451445011523493,0.06451445011523493,0.06451445011523493,0.06451445011523493,0.06451445011523493,0.06451445011523493,0.0,0.0,0.0,52264.83131500811
61,2017-09-08,49184.936404362365,44221.9548090766,73694.34311960921,49184.936404362365,49184.936404362365,0.18655856152222836,0.18655856152222836,0.18655856152222836,0.18655856152222836,0.18655856152222836,0.18655856152222836,0.0,0.0,0.0,58360.80738852249
62,2017-09-09,49272.529593373925,26259.19767273588,57126.164461798064,49272.529593373925,49272.529593373925,-0.16206514049845264,-0.16206514049845264,-0.16206514049845264,-0.16206514049845264,-0.16206514049845264,-0.16206514049845264,0.0,0.0,0.0,41287.170162109614
63,2017-09-10,49360.12278238549,24330.821828298733,54084.11690215078,49360.12278238549,49360.12278238549,-0.21039116990293139,-0.21039116990293139,-0.21039116990293139,-0.21039116990293139,-0.21039116990293139,-0.21039116990293139,0.0,0.0,0.0,38975.18880364707
64,2017-09-11,49447.715971397054,35913.41464483969,66650.39219210966,49447.715971397054,49447.715971397054,0.041023690944138665,0.041023690944138665,0.041023690944138665,0.041023690944138665,0.041023690944138665,0.041023690944138665,0.0,0.0,0.0,51476.243789301196
65,2017-09-12,49535.30916040862,35853.59526843213,67429.79944511072,49535.30916040862,49535.30916040862,0.036759890612040325,0.036759890612040325,0.036759890612040325,0.036759890612040325,0.036759890612040325,0.036759890612040325,0.0,0.0,0.0,51356.22170657884
66,2017-09-13,49622.90234942018,36606.1616534114,67002.37610462545,49622.90234942018,49622.90234942018,0.043599717207447194,0.043599717207447194,0.043599717207447194,0.043599717207447194,0.043599717207447194,0.043599717207447194,0.0,0.0,0.0,51786.44685886767
67,2017-09-14,49710.49553843175,38255.11035683619,69463.58995372296,49710.49553843175,49710.49553843175,0.06451445011537131,0.06451445011537131,0.06451445011537131,0.06451445011537131,0.06451445011537131,0.06451445011537131,0.0,0.0,0.0,52917.5408230563
68,2017-09-15,49798.08872744332,44531.02183719832,74093.59372694432,49798.08872744332,49798.08872744332,0.18655856152227318,0.18655856152227318,0.18655856152227318,0.18655856152227318,0.18655856152227318,0.18655856152227318,0.0,0.0,0.0,59088.34852699367
69,2017-09-16,49885.681897505645,26453.50661351654,56068.24505006238,49885.681897505645,49885.681897505645,-0.16206514049779233,-0.16206514049779233,-0.16206514049779233,-0.16206514049779233,-0.16206514049779233,-0.16206514049779233,0.0,0.0,0.0,41800.95185195822
70,2017-09-17,49973.27506756798,23309.005113423627,53658.301512846054,49973.275067567985,49973.275067567985,-0.21039116990291276,-0.21039116990291276,-0.21039116990291276,-0.21039116990291276,-0.21039116990291276,-0.21039116990291276,0.0,0.0,0.0,39459.33926222229
71,2017-09-18,50060.86823763031,36772.413546702686,67365.58383741086,50060.86823763031,50060.86823763031,0.041023690944019225,0.041023690944019225,0.041023690944019225,0.041023690944019225,0.041023690944019225,0.041023690944019225,0.0,0.0,0.0,52114.54982460012
72,2017-09-19,50148.461407692645,36978.178968608685,66702.64629242929,50148.461407692645,50148.461407692645,0.03675989061191321,0.03675989061191321,0.03675989061191321,0.03675989061191321,0.03675989061191321,0.03675989061191321,0.0,0.0,0.0,51991.913363395186
73,2017-09-20,50236.05457775498,36286.563105215406,66954.115945402,50236.05457775498,50236.05457775498,0.04359971720759358,0.04359971720759358,0.04359971720759358,0.04359971720759358,0.04359971720759358,0.04359971720759358,0.0,0.0,0.0,52426.332350970326
74,2017-09-21,50323.64774781731,38148.88391692592,68469.24026311513,50323.64774781731,50323.64774781731,0.06451445011511071,0.06451445011511071,0.06451445011511071,0.06451445011511071,0.06451445011511071,0.06451445011511071,0.0,0.0,0.0,53570.25021005428
75,2017-09-22,50411.24091787964,44796.98351164128,76403.80553834043,50411.24091787964,50411.24091787964,0.1865585615222221,0.1865585615222221,0.1865585615222221,0.1865585615222221,0.1865585615222221,0.1865585615222221,0.0,0.0,0.0,59815.88950806944
76,2017-09-23,50498.83408794197,28974.56109128537,57020.75406123861,50498.83408794197,50498.83408794197,-0.1620651404982538,-0.1620651404982538,-0.1620651404982538,-0.1620651404982538,-0.1620651404982538,-0.1620651404982538,0.0,0.0,0.0,42314.733446481645
77,2017-09-24,50586.4272580043,23845.298221773177,55476.452853836316,50586.4272580043,50586.4272580043,-0.2103911699028941,-0.2103911699028941,-0.2103911699028941,-0.2103911699028941,-0.2103911699028941,-0.2103911699028941,0.0,0.0,0.0,39943.48964598513
78,2017-09-25,50674.02042806664,37538.734050768544,67217.44853392418,50674.02042806664,50674.02042806664,0.04102369094425847,0.04102369094425847,0.04102369094425847,0.04102369094425847,0.04102369094425847,0.04102369094425847,0.0,0.0,0.0,52752.85578101069
79,2017-09-26,50761.61359812897,37874.68484709173,68021.20368225698,50761.61359812897,50761.61359812897,0.03675989061178611,0.03675989061178611,0.03675989061178611,0.03675989061178611,0.03675989061178611,0.03675989061178611,0.0,0.0,0.0,52627.604961273944
80,2017-09-27,50849.206768191296,38075.0425001123,68085.62231386972,50849.206768191296,50849.206768191296,0.04359971720749367,0.04359971720749367,0.04359971720749367,0.04359971720749367,0.04359971720749367,0.04359971720749367,0.0,0.0,0.0,53066.21780350982
81,2017-09-28,50936.79993825363,39910.01947815054,69976.94236140653,50936.799938253636,50936.799938253636,0.06451445011530452,0.06451445011530452,0.06451445011530452,0.06451445011530452,0.06451445011530452,0.06451445011530452,0.0,0.0,0.0,54222.95957690334
82,2017-09-29,51024.393108315955,45177.176573438446,75434.44449091815,51024.393108315955,51024.393108315955,0.1865585615222669,0.1865585615222669,0.1865585615222669,0.1865585615222669,0.1865585615222669,0.1865585615222669,0.0,0.0,0.0,60543.43048915005
83,2017-09-30,51111.986214106844,27848.04082595309,58704.12421924716,51111.986214106844,51111.986214106844,-0.16206514049838147,-0.16206514049838147,-0.16206514049838147,-0.16206514049838147,-0.16206514049838147,-0.16206514049838147,0.0,0.0,0.0,42828.51498716628
84,2017-10-01,51199.57931989773,24421.062779180113,54317.35415638737,51199.57931989773,51199.57931989773,-0.21039116990287546,-0.21039116990287546,-0.21039116990287546,-0.21039116990287546,-0.21039116990287546,-0.21039116990287546,0.0,0.0,0.0,40427.63992824938
85,2017-10-02,51287.172425688615,39596.67673244553,68548.02208549622,51287.172425688615,51287.172425688615,0.04102369094370505,0.04102369094370505,0.04102369094370505,0.04102369094370505,0.04102369094370505,0.04102369094370505,0.0,0.0,0.0,53391.161536656575
86,2017-10-03,51374.76553147951,39331.527440220896,68736.2731969986,51374.76553147951,51374.76553147951,0.03675989061203045,0.03675989061203045,0.03675989061203045,0.03675989061203045,0.03675989061203045,0.03675989061203045,0.0,0.0,0.0,53263.296292635416
87,2017-10-04,51462.3586372704,38183.7178317592,69458.57511070852,51462.3586372704,51462.3586372704,0.04359971720741291,0.04359971720741291,0.04359971720741291,0.04359971720741291,0.04359971720741291,0.04359971720741291,0.0,0.0,0.0,53706.10292068186
