dt_ymd,city_id,_c2
20170309,3301,1965
20170309,3502,26
20170309,4419,25
20170309,3702,8
20170309,3703,1
20170309,1401,129
20170309,4501,280
20170309,1301,23
20170309,3202,20
20170309,3701,189
20170309,1101,29671
20170309,4201,185
20170309,3205,15
20170309,4403,1039
20170309,4401,730
20170309,5101,3512
20170309,5001,715
20170309,2101,43
20170310,3205,26
20170310,2101,69
20170310,4419,28
20170310,3701,196
20170310,5101,3714
20170310,3202,25
20170310,2301,144
20170310,4401,747
20170310,1301,16
20170310,3302,15
20170310,6501,44
20170310,6101,127
20170310,4101,26
20170310,1201,701
20170310,4301,39
20170310,3702,4
20170310,3301,2217
20170310,4403,1262
20170310,3502,26
20170310,1101,32116
20170310,5001,725
20170310,1401,158
20170310,4501,257
20170310,1302,1
20170310,3101,10058
20170310,4201,206
20170310,2201,76
20170310,2102,113
20170310,5301,4
20170310,3201,909
20170311,4419,37
20170311,4501,233
20170311,3502,17
20170311,1401,116
20170311,4201,182
20170311,1101,21725
20170311,1201,567
20170311,4301,31
20170311,6501,24
20170311,3205,19
20170311,3702,9
20170311,3201,595
20170311,3701,172
20170311,3202,21
20170311,2101,51
20170311,1301,20
20170311,4401,708
20170311,2102,114
20170311,6101,81
20170311,2301,179
20170311,4403,995
20170311,4101,14
20170311,3302,9
20170311,2201,65
20170311,5301,6
20170311,5101,3188
20170311,3301,1636
20170311,3101,5687
20170311,5001,605
20170312,3502,10
20170312,3101,6666
20170312,4419,28
20170312,2301,172
20170312,6101,98
20170312,2201,94
20170312,3302,8
20170312,6501,25
20170312,5001,753
20170312,5101,3463
20170312,2101,50
20170312,3301,1981
20170312,4101,21
20170312,4403,984
20170312,1101,20786
20170312,4201,142
20170312,3701,181
20170312,3205,28
20170312,3202,30
20170312,1301,13
20170312,4401,454
20170312,3201,625
20170312,4301,29
20170312,2102,84
20170312,1201,599
20170312,3703,1
20170312,3702,10
20170312,1401,154
20170312,4501,202
20170313,4301,49
20170313,4101,33
20170313,5101,3582
20170313,2301,195
20170313,4201,230
20170313,1101,29905
20170313,1201,575
20170313,6501,23
20170313,2101,67
20170313,2102,93
20170313,1302,1
20170313,3703,1
20170313,1401,112
20170313,4501,201
20170313,5001,1084
20170313,1301,18
20170313,4401,665
20170313,3701,189
20170313,3205,38
20170313,4403,947
20170313,3201,617
20170313,3202,24
20170313,3301,2430
20170313,3101,9848
20170313,6101,141
20170313,3702,11
20170313,4419,38
20170313,3302,16
20170313,5301,3
20170313,3502,31
20170313,2201,90
20170314,1302,1
20170314,1401,164
20170314,4501,347
20170314,5001,1026
20170314,3101,11500
20170314,4201,275
20170314,1101,33196
20170314,4401,902
20170314,1301,30
20170314,3202,38
20170314,2301,223
20170314,3302,24
20170314,3201,1047
20170314,4403,1368
20170314,5101,4223
20170314,1201,1044
20170314,4101,30
20170314,3301,2995
20170314,3702,11
20170314,4301,64
20170314,3701,247
20170314,3205,70
20170314,2101,68
20170314,4419,73
20170314,2102,148
20170314,5301,8
20170314,2201,159
20170314,3703,2
20170314,6501,33
20170314,6101,156
20170314,3502,37
20170315,3101,9036
20170315,5301,12
20170315,5101,3568
20170315,3302,10
20170315,4101,16
20170315,2201,103
20170315,5001,732
20170315,2101,71
20170315,3703,1
20170315,4401,573
20170315,1301,18
20170315,4419,27
20170315,3502,18
20170315,1101,31276
20170315,4201,256
20170315,4501,289
20170315,1401,145
20170315,2102,107
20170315,2301,146
20170315,6101,164
20170315,3301,2190
20170315,4403,1109
20170315,1302,0
20170315,6501,50
20170315,3205,40
20170315,3201,781
20170315,3702,8
20170315,3701,192
20170315,3202,23
20170315,1201,729
20170315,4301,42
20170316,5101,3579
20170316,5001,673
20170316,2101,65
20170316,3502,27
20170316,3301,2237
20170316,4101,25
20170316,1401,161
20170316,4501,289
20170316,3101,9568
20170316,1302,0
20170316,1301,22
20170316,3202,20
20170316,1101,31474
20170316,4403,1105
20170316,3701,187
20170316,3205,30
20170316,4401,622
20170316,4201,215
20170316,6101,150
20170316,2301,127
20170316,2201,94
20170316,5301,9
20170316,3302,6
20170316,6501,49
20170316,4419,34
20170316,3703,2
20170316,3702,11
20170316,4301,46
20170316,3201,902
20170316,1201,694
20170316,2102,113
20170317,3201,826
20170317,4403,1275
20170317,1301,16
20170317,3205,56
20170317,3701,224
20170317,3202,19
20170317,4401,693
20170317,2101,90
20170317,6501,48
20170317,4201,334
20170317,1101,33930
20170317,4301,64
20170317,2301,180
20170317,1201,675
20170317,4101,36
20170317,5101,4225
20170317,3302,6
20170317,2201,112
20170317,5301,7
20170317,4419,36
20170317,3502,26
20170317,1401,180
20170317,3703,2
20170317,1302,2
20170317,2102,122
20170317,4501,325
20170317,5001,812
20170317,3101,10946
20170317,3301,2434
20170317,6101,126
20170317,3702,4
20170318,3502,17
20170318,4403,1161
20170318,3205,24
20170318,3701,204
20170318,2101,58
20170318,4419,15
20170318,3703,3
20170318,6101,65
20170318,6501,82
20170318,3201,746
20170318,5301,1
20170318,2102,123
20170318,2201,74
20170318,1301,23
20170318,2301,158
20170318,3202,19
20170318,3302,5
20170318,4401,679
20170318,4101,9
20170318,3702,9
20170318,4301,28
20170318,1201,575
20170318,3301,1875
20170318,5101,3472
20170318,4201,244
20170318,1101,22938
20170318,3101,5829
20170318,5001,669
20170318,1401,199
20170318,4501,381
20170319,3302,10
20170319,5301,2
20170319,2201,55
20170319,5101,3086
20170319,4101,8
20170319,6101,69
20170319,2301,130
20170319,2102,77
20170319,3301,1957
20170319,3101,5873
20170319,1201,569
20170319,4301,23
20170319,5001,582
20170319,1301,13
20170319,3703,2
20170319,2101,53
20170319,4401,625
20170319,3202,21
20170319,3201,668
20170319,3701,135
20170319,3205,22
20170319,6501,81
20170319,3702,4
20170319,4403,1134
20170319,1401,181
20170319,1101,21843
20170319,3502,16
20170319,4419,33
20170319,4501,244
20170319,4201,165
20170320,1201,709
20170320,5101,3632
20170320,4201,192
20170320,1101,35088
20170320,4101,23
20170320,4301,49
20170320,2301,129
20170320,2101,86
20170320,2201,85
20170320,5301,9
20170320,3302,10
20170320,4419,39
20170320,3502,22
20170320,3201,756
20170320,4401,630
20170320,4403,965
20170320,3202,27
20170320,1301,18
20170320,3205,34
20170320,3701,198
20170320,3702,9
20170320,6101,105
20170320,3101,9848
20170320,3301,2180
20170320,4501,246
20170320,1401,154
20170320,5001,700
20170320,2102,104
20170320,3703,2
20170320,6501,55
20170321,3502,24
20170321,2301,136
20170321,3202,23
20170321,1301,19
20170321,4401,546
20170321,3302,7
20170321,6101,104
20170321,6501,49
20170321,4403,979
20170321,3205,38
20170321,3701,153
20170321,4419,50
20170321,2101,62
20170321,1401,132
20170321,5001,803
20170321,1302,1
20170321,1101,31825
20170321,3101,9310
20170321,4501,280
20170321,4201,190
20170321,3301,2103
20170321,1201,723
20170321,4301,64
20170321,3702,6
20170321,4101,31
20170321,5101,3732
20170321,3201,686
20170321,5301,8
20170321,2201,95
20170321,2102,98
20170322,4403,1038
20170322,1201,729
20170322,4301,40
20170322,6101,116
20170322,2102,112
20170322,2301,162
20170322,3101,9937
20170322,2101,53
20170322,4401,596
20170322,1301,19
20170322,1401,167
20170322,4501,272
20170322,1101,31118
20170322,4201,201
20170322,4419,36
20170322,3502,34
20170322,3205,34
20170322,3202,29
20170322,3702,10
20170322,6501,51
20170322,3201,951
20170322,3701,181
20170322,3302,17
20170322,2201,81
20170322,5301,6
20170322,5101,3741
20170322,4101,31
20170322,5001,719
20170322,3301,2701
20170323,3502,17
20170323,3301,2253
20170323,4101,20
20170323,5101,3826
20170323,2101,54
20170323,5001,743
20170323,2102,128
20170323,4301,30
20170323,1201,670
20170323,3201,653
20170323,3101,10229
20170323,1401,166
20170323,4501,230
20170323,3302,12
20170323,6501,64
20170323,3702,8
20170323,4201,158
20170323,3202,29
20170323,1301,20
20170323,4401,603
20170323,1302,1
20170323,4403,1016
20170323,3701,201
20170323,3205,31
20170323,1101,34646
20170323,4419,20
20170323,6101,109
20170323,5301,7
20170323,2301,164
20170323,2201,62
20170324,3703,0
20170324,1401,213
20170324,4501,273
20170324,2102,130
20170324,5001,1187
20170324,1302,2
20170324,1301,16
20170324,4401,738
20170324,3701,207
20170324,3205,33
20170324,3201,1091
20170324,3202,29
20170324,4403,1231
20170324,3702,8
20170324,3301,2907
20170324,6101,126
20170324,3101,12267
20170324,6501,46
20170324,2101,67
20170324,3502,23
20170324,4419,28
20170324,2201,118
20170324,3302,9
20170324,5301,7
20170324,4201,245
20170324,4301,43
20170324,1201,967
20170324,2301,194
20170324,5101,4175
20170324,4101,24
20170324,1101,42572
20170325,3302,14
20170325,3202,29
20170325,1301,14
20170325,2301,195
20170325,4401,657
20170325,3301,1875
20170325,4301,26
20170325,1201,1019
20170325,4101,19
20170325,3702,8
20170325,4403,1170
20170325,3502,15
20170325,2201,97
20170325,2102,149
20170325,5301,1
20170325,3701,229
20170325,4419,28
20170325,3205,30
20170325,2101,56
20170325,6501,60
20170325,3703,2
20170325,6101,91
20170325,5001,843
20170325,4501,247
20170325,3101,6262
20170325,1101,27475
20170325,1401,203
20170325,4201,202
20170325,3201,764
20170325,5101,3665
20170326,4301,21
20170326,1201,695
20170326,3701,205
20170326,3702,5
20170326,3201,540
20170326,3202,9
20170326,6501,52
20170326,3205,11
20170326,4401,530
20170326,1301,15
20170326,2101,54
20170326,3703,2
20170326,3301,1509
20170326,3502,14
20170326,1401,187
20170326,4501,177
20170326,4419,24
20170326,4201,138
20170326,1101,23022
20170326,4403,978
20170326,1302,5
20170326,3101,5352
20170326,2301,151
20170326,2102,101
20170326,6101,98
20170326,5001,616
20170326,5101,2957
20170326,2201,82
20170326,5301,4
20170326,3302,9
20170326,4101,7
20170327,4401,510
20170327,1301,18
20170327,4403,968
20170327,3701,201
20170327,3205,29
20170327,3202,19
20170327,4201,184
20170327,1101,32584
20170327,3502,25
20170327,5101,3556
20170327,2101,71
20170327,5001,699
20170327,4419,21
20170327,2301,136
20170327,6101,105
20170327,2201,80
20170327,5301,11
20170327,3302,9
20170327,6501,38
20170327,3101,9817
20170327,4101,15
20170327,3301,1876
20170327,1401,99
20170327,4501,220
20170327,2102,114
20170327,1201,674
20170327,3201,679
20170327,4301,32
20170327,3703,2
20170327,3702,12
20170328,5101,3677
20170328,4201,265
20170328,1101,33242
20170328,4301,38
20170328,2301,133
20170328,4101,23
20170328,1201,782
20170328,2201,105
20170328,5301,6
20170328,4419,21
20170328,3302,11
20170328,3502,24
20170328,3301,2081
20170328,3101,9275
20170328,6101,102
20170328,6501,63
20170328,1302,0
20170328,2102,117
20170328,5001,786
20170328,3703,4
20170328,4501,324
20170328,1401,123
20170328,3702,14
20170328,2101,67
20170328,3201,647
20170328,1301,13
20170328,4401,573
20170328,3701,221
20170328,3205,30
20170328,3202,15
20170328,4403,972
20170329,3502,20
20170329,4301,30
20170329,4101,18
20170329,3702,9
20170329,3301,2009
20170329,1201,726
20170329,4501,346
20170329,3101,9356
20170329,1101,33459
20170329,4201,176
20170329,5001,738
20170329,1401,134
20170329,4419,21
20170329,2101,49
20170329,3701,216
20170329,3205,30
20170329,2301,148
20170329,1301,24
20170329,3202,31
20170329,4401,591
20170329,3302,23
20170329,5101,3803
20170329,2102,135
20170329,2201,105
20170329,5301,5
20170329,4403,1172
20170329,3201,717
20170329,3703,1
20170329,6501,38
20170329,6101,109
20170330,4301,29
20170330,2102,118
20170330,3201,810
20170330,1201,770
20170330,4419,40
20170330,3205,47
20170330,1101,34060
20170330,4403,1205
20170330,3202,22
20170330,1301,22
20170330,4401,679
20170330,4201,223
20170330,1302,1
20170330,3701,213
20170330,4101,23
20170330,3301,2739
20170330,3702,13
20170330,6101,121
20170330,5301,11
20170330,2301,179
20170330,2201,97
20170330,6501,58
20170330,3302,12
20170330,3502,32
20170330,5101,3883
20170330,2101,60
20170330,5001,777
20170330,3101,10327
20170330,1401,105
20170330,4501,226
20170331,6501,63
20170331,3201,836
20170331,3202,19
20170331,3205,52
20170331,3701,209
20170331,4403,1413
20170331,1301,23
20170331,4401,730
20170331,3302,19
20170331,3502,30
20170331,2201,93
20170331,5301,7
20170331,4419,30
20170331,4201,216
20170331,1101,35892
20170331,5101,4108
20170331,4301,33
20170331,1201,744
20170331,4101,25
20170331,2301,162
20170331,1401,129
20170331,1302,1
20170331,5001,801
20170331,3703,1
20170331,4501,213
20170331,2102,117
20170331,3101,11365
20170331,6101,132
20170331,3301,2505
20170331,2101,68
20170331,3702,21
20170401,3702,4
20170401,1201,863
20170401,4101,21
20170401,5101,4431
20170401,1101,34351
20170401,4201,268
20170401,2301,196
20170401,4301,33
20170401,6501,67
20170401,5301,6
20170401,2201,129
20170401,3302,9
20170401,4419,28
20170401,3502,28
20170401,3201,1010
20170401,4403,1432
20170401,3701,228
20170401,3205,61
20170401,4401,809
20170401,1301,18
20170401,3202,26
20170401,2101,72
20170401,1401,159
20170401,2102,174
20170401,3703,1
20170401,4501,151
20170401,5001,922
20170401,3101,10036
20170401,3301,2613
20170401,6101,171
20170402,5301,3
20170402,2201,80
20170402,2102,103
20170402,3101,4560
20170402,5001,514
20170402,1401,119
20170402,4501,144
20170402,4201,160
20170402,1101,20754
20170402,5101,3078
20170402,6501,50
20170402,6101,61
20170402,3703,3
20170402,3202,24
20170402,4401,497
20170402,3302,8
20170402,2301,147
20170402,1301,19
20170402,4101,2
20170402,3301,1451
20170402,3702,6
20170402,1201,702
20170402,4301,10
20170402,3502,24
20170402,4403,945
20170402,3201,512
20170402,2101,61
20170402,4419,28
20170402,3205,17
20170402,3701,160
20170403,1201,638
20170403,4301,12
20170403,6101,56
20170403,2301,122
20170403,2102,98
20170403,3302,6
20170403,2201,64
20170403,4101,14
20170403,5301,2
20170403,5101,2633
20170403,4403,753
20170403,3301,1073
20170403,1301,15
20170403,2101,48
20170403,3703,4
20170403,4401,341
20170403,3701,117
20170403,3702,10
20170403,3202,16
20170403,6501,48
20170403,3201,422
20170403,3205,25
20170403,4201,94
20170403,3502,22
20170403,4419,4
20170403,4501,127
20170403,1401,98
20170403,1101,18595
20170403,5001,518
20170403,3101,3876
20170404,3301,1115
20170404,4101,18
20170404,3202,11
20170404,4201,114
20170404,4401,298
20170404,4403,718
20170404,1301,13
20170404,3205,7
20170404,3701,180
20170404,1101,20416
20170404,2102,55
20170404,4301,12
20170404,3201,521
20170404,1201,588
20170404,5001,508
20170404,5101,2589
20170404,2101,46
20170404,1401,106
20170404,4501,125
20170404,3703,2
20170404,3702,14
20170404,4419,8
20170404,5301,2
20170404,6101,51
20170404,2301,110
20170404,2201,64
20170404,3502,6
20170404,3302,3
20170404,6501,57
20170404,3101,3905
20170405,4403,924
20170405,3205,47
20170405,3701,204
20170405,3202,21
20170405,1301,18
20170405,4401,495
20170405,3201,718
20170405,3702,11
20170405,4419,18
20170405,3302,15
20170405,2201,91
20170405,5301,5
20170405,3502,30
20170405,6101,99
20170405,3101,8810
20170405,3301,1876
20170405,1101,30185
20170405,4101,17
20170405,4201,213
20170405,4301,40
20170405,1201,608
20170405,2301,147
20170405,5101,3872
20170405,6501,49
20170405,2101,47
20170405,2102,104
20170405,5001,699
20170405,4501,200
20170405,1401,105
20170405,3703,1
20170406,3301,2347
20170406,1201,721
20170406,4301,40
20170406,3702,14
20170406,4101,16
20170406,3101,10976
20170406,4501,252
20170406,4201,209
20170406,1101,35445
20170406,1302,1
20170406,1401,101
20170406,5001,846
20170406,3502,17
20170406,6501,62
20170406,3703,1
20170406,6101,141
20170406,4403,1219
20170406,3701,222
20170406,3205,49
20170406,4419,27
20170406,2101,75
20170406,5101,4100
20170406,3201,809
20170406,5301,7
20170406,2102,133
20170406,2201,88
20170406,3202,22
20170406,2301,178
20170406,3302,10
20170406,1301,26
20170406,4401,598
20170407,4419,34
20170407,4501,257
20170407,3502,22
20170407,4201,224
20170407,1101,34806
20170407,1401,115
20170407,3101,11173
20170407,3702,10
20170407,3701,204
20170407,3202,12
20170407,3201,879
20170407,3205,43
20170407,6501,60
20170407,4101,18
20170407,3302,11
20170407,2201,113
20170407,5301,6
20170407,5101,4106
20170407,6101,113
20170407,2301,150
20170407,2102,118
20170407,3301,2382
20170407,4403,1226
20170407,1302,2
20170407,1201,781
20170407,4301,28
20170407,5001,793
20170407,2101,80
20170407,4401,738
20170407,1301,25
20170407,3703,2
20170408,3502,24
20170408,1201,710
20170408,2102,120
20170408,4301,36
20170408,3201,691
20170408,3301,1784
20170408,4101,15
20170408,3101,6023
20170408,3702,5
20170408,3302,8
20170408,6501,54
20170408,3202,30
20170408,4201,231
20170408,3701,245
20170408,4401,508
20170408,1301,17
20170408,4403,1128
20170408,1101,25197
20170408,3205,25
20170408,1401,257
20170408,4501,264
20170408,5301,2
20170408,2301,158
20170408,6101,89
20170408,2201,97
20170408,5101,3435
20170408,2101,51
20170408,5001,657
20170408,4419,26
20170409,6501,56
20170409,1301,17
20170409,3202,37
20170409,4401,514
20170409,4403,976
20170409,3201,768
20170409,3701,193
20170409,3205,33
20170409,3502,11
20170409,3302,11
20170409,2201,64
20170409,4419,31
20170409,5301,7
20170409,5101,3164
20170409,4301,18
20170409,4201,213
20170409,2301,140
20170409,4101,14
20170409,1201,620
20170409,1101,23317
20170409,3101,5926
20170409,6101,80
20170409,3301,1869
20170409,2101,32
20170409,3702,8
20170409,4501,193
20170409,1401,225
20170409,2102,93
20170409,1302,1
20170409,5001,822
20170410,3701,180
20170410,3205,23
20170410,3201,943
20170410,3702,8
20170410,6501,62
20170410,3202,29
20170410,4101,26
20170410,5101,3558
20170410,3302,10
20170410,2201,96
20170410,5301,8
20170410,6101,133
20170410,2102,103
20170410,2301,149
20170410,3101,10916
20170410,2101,85
20170410,1301,17
20170410,4401,539
20170410,3301,2539
20170410,4403,1017
20170410,4301,43
20170410,1201,662
20170410,4501,244
20170410,4419,20
20170410,4201,306
20170410,3502,28
20170410,1401,166
20170410,1101,33441
20170410,5001,814
20170411,3301,2189
20170411,4101,17
20170411,5301,7
20170411,2201,91
20170411,6101,122
20170411,2301,167
20170411,4419,31
20170411,3101,9775
20170411,1401,140
20170411,4501,270
20170411,3201,798
20170411,4301,24
20170411,1201,563
20170411,2102,105
20170411,3702,7
20170411,3701,218
20170411,3205,43
20170411,1101,33399
20170411,4201,207
20170411,4401,611
20170411,1301,18
20170411,3202,21
20170411,1302,1
20170411,4403,1152
20170411,6501,49
20170411,3302,17
20170411,3502,26
20170411,5101,3922
20170411,2101,84
20170411,5001,733
20170412,3701,240
20170412,1301,24
20170412,3205,39
20170412,4401,636
20170412,3201,725
20170412,3202,20
20170412,4403,1393
20170412,5001,741
20170412,1401,143
20170412,4501,263
20170412,2102,106
20170412,1302,2
20170412,3703,1
20170412,6501,44
20170412,4419,43
20170412,3302,9
20170412,5301,7
20170412,3502,31
20170412,2201,106
20170412,3101,9379
20170412,3301,2165
20170412,6101,124
20170412,3702,10
20170412,2301,172
20170412,4201,187
20170412,1101,33788
20170412,4301,45
20170412,4101,23
20170412,5101,3706
20170412,1201,698
20170412,2101,84
20170413,3502,28
20170413,3205,29
20170413,2101,81
20170413,3701,220
20170413,4419,33
20170413,5101,3771
20170413,6501,56
20170413,3703,1
20170413,6101,129
20170413,4403,1242
20170413,4401,638
20170413,2301,132
20170413,3302,9
20170413,3202,21
20170413,1301,14
20170413,4201,185
20170413,4501,271
20170413,5001,706
20170413,3101,9318
20170413,1302,1
20170413,1401,134
20170413,1101,33693
20170413,4301,19
20170413,1201,629
20170413,3301,2143
20170413,4101,15
20170413,3702,10
20170413,3201,706
20170413,2102,93
20170413,5301,7
20170413,2201,99
20170414,4403,1478
20170414,1302,0
20170414,6101,134
20170414,2102,143
20170414,2301,195
20170414,3101,10595
20170414,5001,944
20170414,4301,21
20170414,1201,909
20170414,4201,236
20170414,3502,53
20170414,4501,294
20170414,1401,186
20170414,4419,41
20170414,1101,38674
20170414,3703,4
20170414,2101,67
20170414,4401,837
20170414,1301,20
20170414,3205,40
20170414,3202,26
20170414,6501,67
20170414,3701,260
20170414,3702,15
20170414,3201,954
20170414,3301,2516
20170414,5301,10
20170414,2201,133
20170414,5101,4190
20170414,4101,26
20170414,3302,22
20170415,3202,24
20170415,1101,27349
20170415,4201,212
20170415,3701,220
20170415,3205,21
20170415,4403,1236
20170415,1301,8
20170415,4401,659
20170415,1302,3
20170415,4301,22
20170415,2102,91
20170415,3201,673
20170415,1201,671
20170415,3702,8
20170415,3703,6
20170415,3301,1949
20170415,4101,16
20170415,4419,31
20170415,1401,145
20170415,4501,271
20170415,5101,3399
20170415,5001,719
20170415,2101,60
20170415,3101,6218
20170415,5301,3
20170415,6101,83
20170415,2201,116
20170415,2301,205
20170415,3302,9
20170415,6501,62
20170415,3502,23
20170416,6501,52
20170416,4419,13
20170416,3502,15
20170416,3302,7
20170416,5301,7
20170416,2201,96
20170416,3101,5477
20170416,6101,85
20170416,3301,1578
20170416,2101,53
20170416,3201,631
20170416,3202,19
20170416,4403,1064
20170416,1301,12
20170416,4401,536
20170416,3205,24
20170416,3701,259
20170416,5101,3523
20170416,1201,644
20170416,4301,22
20170416,1101,25268
20170416,4201,167
20170416,2301,165
20170416,4101,16
20170416,3702,8
20170416,4501,191
20170416,1302,1
20170416,5001,989
20170416,2102,113
20170416,1401,136
20170417,1201,625
20170417,4301,25
20170417,3702,10
20170417,4101,21
20170417,3301,2238
20170417,5001,714
20170417,1401,116
20170417,4201,224
20170417,1101,36479
20170417,3101,10264
20170417,4501,257
20170417,5101,3905
20170417,5301,12
20170417,2102,108
20170417,2201,125
20170417,6501,60
20170417,6101,127
20170417,3703,1
20170417,3502,32
20170417,3201,653
20170417,3302,8
20170417,4401,624
20170417,1301,19
20170417,2301,155
20170417,3202,22
20170417,3205,29
20170417,2101,87
20170417,4419,37
20170417,3701,232
20170417,4403,1093
20170418,4403,1102
20170418,3201,724
20170418,3205,39
20170418,3202,11
20170418,6501,47
20170418,3702,12
20170418,3701,156
20170418,4401,624
20170418,1301,17
20170418,2101,82
20170418,5001,800
20170418,5101,3818
20170418,4101,25
20170418,2201,116
20170418,5301,7
20170418,3302,6
20170418,1201,763
20170418,4301,39
20170418,6101,105
20170418,2301,175
20170418,2102,110
20170418,3301,2164
20170418,3502,24
20170418,1401,119
20170418,4419,41
20170418,4501,282
20170418,1101,35761
20170418,4201,165
20170418,3101,10116
20170419,3301,2206
20170419,4101,31
20170419,2301,175
20170419,2201,113
20170419,5301,11
20170419,6101,120
20170419,3101,9662
20170419,3502,22
20170419,4419,35
20170419,3702,18
20170419,3302,11
20170419,6501,38
20170419,2101,67
20170419,5001,832
20170419,5101,3857
20170419,1401,156
20170419,4501,274
20170419,1101,37167
20170419,4201,200
20170419,3205,33
20170419,3701,203
20170419,4403,1255
20170419,1302,1
20170419,4401,636
20170419,1301,16
20170419,3202,18
20170419,3201,738
20170419,4301,50
20170419,1201,754
20170419,2102,95
20170420,6501,63
20170420,6101,106
20170420,5101,4682
20170420,3502,29
20170420,5301,8
20170420,2102,110
20170420,2201,137
20170420,3301,2298
20170420,3702,16
20170420,4101,14
20170420,1201,821
20170420,4301,40
20170420,4403,1350
20170420,1101,36544
20170420,1302,2
20170420,4501,269
20170420,1401,147
20170420,3101,9947
20170420,5001,870
20170420,4201,221
20170420,2101,57
20170420,3205,42
20170420,3701,212
20170420,4419,31
20170420,4401,666
20170420,1301,22
20170420,2301,189
20170420,3302,13
20170420,3202,24
20170420,3201,786
20170421,6501,53
20170421,3201,896
20170421,3702,19
20170421,3701,241
20170421,3205,33
20170421,3202,24
20170421,5001,991
20170421,2301,246
20170421,6101,115
20170421,2102,127
20170421,4403,1687
20170421,1301,25
20170421,4401,794
20170421,3703,2
20170421,2101,86
20170421,3101,11295
20170421,4201,225
20170421,1101,40145
20170421,4501,347
20170421,1401,152
20170421,3502,42
20170421,4419,36
20170421,2201,109
20170421,3302,20
20170421,5301,4
20170421,4101,22
20170421,5101,4782
20170421,1201,876
20170421,4301,47
20170421,3301,2496
20170422,3502,13
20170422,6101,102
20170422,2301,195
20170422,5301,3
20170422,2201,149
20170422,4419,32
20170422,3201,690
20170422,2102,81
20170422,4301,25
20170422,1201,781
20170422,2101,64
20170422,5001,789
20170422,5101,3430
20170422,3301,1975
20170422,4101,15
20170422,3703,1
20170422,3702,6
20170422,3101,6530
20170422,3205,32
20170422,3701,196
20170422,3202,13
20170422,4403,1518
20170422,1101,28476
20170422,4201,140
20170422,1301,18
20170422,4401,766
20170422,3302,7
20170422,6501,79
20170422,1401,171
20170422,4501,254
20170423,6501,61
20170423,3702,18
20170423,2101,79
20170423,1401,155
20170423,4501,268
20170423,5001,691
20170423,3703,2
20170423,2102,86
20170423,6101,81
20170423,3301,1634
20170423,3101,5745
20170423,5101,3268
20170423,4201,115
20170423,1101,26544
20170423,4101,10
20170423,1201,541
20170423,2301,171
20170423,4301,27
20170423,4403,1522
20170423,3205,38
20170423,3701,223
20170423,3202,15
20170423,3201,649
20170423,1301,14
20170423,4401,517
20170423,5301,3
20170423,3302,9
20170423,3502,17
20170423,4419,25
20170423,2201,133
20170424,5001,909
20170424,1401,181
20170424,4201,153
20170424,1101,39278
20170424,3101,9900
20170424,4501,273
20170424,3702,7
20170424,3301,2273
20170424,1201,668
20170424,4301,34
20170424,4101,20
20170424,5101,4539
20170424,3201,640
20170424,3502,29
20170424,2102,102
20170424,5301,6
20170424,2201,113
20170424,3703,2
20170424,6501,41
20170424,6101,123
20170424,2101,66
20170424,4419,16
20170424,3205,64
20170424,3701,205
20170424,2301,232
20170424,3302,12
20170424,1301,23
20170424,3202,23
20170424,4401,629
20170424,4403,1165
20170425,3205,31
20170425,3202,17
20170425,3201,739
20170425,3701,221
20170425,3702,5
20170425,6501,39
20170425,2101,53
20170425,4401,705
20170425,1301,17
20170425,3302,8
20170425,2201,169
20170425,5301,7
20170425,5101,4795
20170425,4101,22
20170425,5001,1042
20170425,3301,2640
20170425,4501,292
20170425,3502,35
20170425,4419,34
20170425,1401,174
20170425,4201,288
20170425,1101,38787
20170425,4403,1629
20170425,3101,10168
20170425,4301,42
20170425,1201,680
20170425,2102,103
20170425,6101,121
20170425,2301,211
20170426,1201,751
20170426,4301,30
20170426,2102,93
20170426,3201,797
20170426,2201,134
20170426,5301,4
20170426,6101,124
20170426,2301,201
20170426,4419,35
20170426,1401,166
20170426,4501,313
20170426,3101,10628
20170426,1301,17
20170426,1101,39590
20170426,4201,250
20170426,4401,743
20170426,4403,1298
20170426,3205,28
20170426,3701,176
20170426,3202,18
20170426,3502,39
20170426,2101,64
20170426,5001,1274
20170426,5101,4974
20170426,6501,60
20170426,3302,6
20170426,3301,2718
20170426,4101,23
20170426,3703,1
20170426,3702,6
20170427,2201,136
20170427,5301,6
20170427,3302,16
20170427,4419,29
20170427,3502,44
20170427,5001,1069
20170427,1401,162
20170427,4501,276
20170427,2102,96
20170427,3703,1
20170427,2101,90
20170427,3202,23
20170427,4401,837
20170427,1301,20
20170427,3201,823
20170427,3701,207
20170427,3205,50
20170427,4403,1288
20170427,6501,55
20170427,3702,8
20170427,4301,42
20170427,2301,204
20170427,4101,25
20170427,1101,41636
20170427,4201,218
20170427,1201,802
20170427,5101,4600
20170427,6101,119
20170427,3301,2644
20170427,3101,11069
20170428,2102,139
20170428,2201,163
20170428,5301,6
20170428,3702,23
20170428,4301,40
20170428,3301,2923
20170428,4101,27
20170428,1201,1070
20170428,3703,5
20170428,6101,166
20170428,6501,82
20170428,5101,5077
20170428,1302,0
20170428,5001,1241
20170428,1101,49073
20170428,4201,276
20170428,3101,13529
20170428,4501,380
20170428,1401,200
20170428,4403,1819
20170428,2301,270
20170428,4401,948
20170428,1301,21
20170428,3202,20
20170428,3302,9
20170428,3502,49
20170428,3201,1169
20170428,3205,27
20170428,2101,109
